Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
雇佣,gùyōng,to employ; to hire,cố dung,thuê mướn,雇佣工人。Thuê công nhân.
刮风,guāfēng,to be windy,quát phong,gió thổi,今天刮风。Hôm nay có gió.
挂,guà,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,quải,treo/gác máy,挂电话。Gác máy.
挂号,guàhào,to register (a letter etc),quải hiệu,đăng ký/gửi bảo đảm,挂号信。Thư bảo đảm.
乖,guāi,(of a child) obedient; well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal,quải,ngoan,很乖。Rất ngoan.
拐弯,guǎiwān,to go round a curve; to turn a corner; fig. a new direction,quải loan,rẽ/quẹo,往右拐弯。Rẽ phải.
怪不得,guàibùdé,lit. you can't blame it!; no wonder!; so that's why!,quái bất đắc,bảo sao/không lạ gì,怪不得！Bảo sao!
官,guān,official; government; organ of body; CL:個|个[gè],quan,quan chức/viên chức,当官。Làm quan.
关,guān,mountain pass; to close; to shut; to turn off; to concern; to involve,quan,đóng,关门。Đóng cửa.
关闭,guānbì,to close; to shut,quan bế,đóng lại/tắt,关闭窗户。Đóng cửa sổ.
关怀,guānhuái,care; solicitude; to show care for; concerned about; attentive to,quan hoài,quan tâm/chăm sóc,关怀备至。Quan tâm chu đáo.
关键,guānjiàn,crucial point; crux; CL:個|个[gè]; key; crucial; pivotal,quan kiện,then chốt/quan trọng,关键问题。Vấn đề then chốt.
关系,guānxì,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[gè],quan hệ,quan hệ/mối quan hệ,我们的关系很好。Quan hệ của chúng tôi rất tốt.
关心,guānxīn,to care for sth; caring; concerned,quan tâm,quan tâm,他很关心我。Anh ấy rất quan tâm tôi.
关于,guānyú,pertaining to; concerning; regarding; with regards to; about; a matter of,quan ư,về/liên quan đến,关于这个问题。Về vấn đề này.
观察,guānchá,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[gè],quan sát,quan sát,观察现象。Quan sát hiện tượng.
观点,guāndiǎn,point of view; viewpoint; standpoint; CL:個|个[gè],quan điểm,quan điểm,不同观点。Quan điểm khác nhau.
观念,guānniàn,notion; thought; concept; sense; views; ideology; general impressions,quan niệm,quan niệm,思想观念。Quan niệm tư tưởng.
观众,guānzhòng,spectators; audience; visitors (to an exhibition etc),quan chúng,khán giả,观众很多。Khán giả rất đông.
管理,guǎnlǐ,to supervise; to manage; to administer; management; administration; CL:個|个[gè],quản lí,quản lý,管理公司。Quản lý công ty.
管子,guǎnzi,tube; pipe; drinking straw; CL:根[gēn],quản tử,ống,水管子。Ống nước.
冠军,guànjūn,champion; CL:個|个[gè],quán quân,quán quân/vô địch,获得冠军。Giành quán quân.
罐头,guàntou,tin; can; CL:個|个[gè],quán đầu,đồ hộp,吃罐头。Ăn đồ hộp.
光,guāng,light; ray; CL:道[dào]; bright; only; merely; to use up,quang,sáng/ánh sáng,阳光很好。Ánh sáng mặt trời rất tốt.
光滑,guānghuá,glossy; sleek; smooth,quang hoạt,nhẵn/trơn,很光滑。Rất trơn.
光临,guānglín,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.,quang lâm,quang lâm/đến thăm,欢迎光临。Hoan nghênh quang lâm.
光明,guāngmíng,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted,quang minh,sáng sủa/tươi sáng,前途光明。Tương lai tươi sáng.
光盘,guāngpán,compact disc; CD or DVD; CD ROM; CL:片[piàn];張|张[zhāng],quang bàn,đĩa quang/CD,刻光盘。Ghi đĩa.
光荣,guāngróng,honor and glory; CL:個|个[gè],quang vinh,vinh quang/vẻ vang,很光荣。Rất vẻ vang.
广播,guǎngbō,broadcast; widely spread; CL:個|个[gè],quảng bá,phát thanh/quảng bá,听广播。Nghe phát thanh.
广场,guǎngchǎng,a public square (e.g. Tiananmen Square); plaza; CL:個|个[gè],quảng trường,quảng trường,天安门广场。Quảng trường Thiên An Môn.
广大,guǎngdà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,quảng đại,rộng lớn/quảng đại,广大群众。Quần chúng rộng lớn.
广泛,guǎngfàn,extensive; wide range,quảng phiếm,rộng rãi/phổ biến,广泛应用。Ứng dụng rộng rãi.
广告,guǎnggào,to advertise; a commercial; advertisement; CL:項|项[xiàng],quảng cáo,quảng cáo,做广告。Làm quảng cáo.
逛,guàng,to stroll; to visit,cuống,đi dạo/dạo chơi,逛街。Đi dạo phố.
规定,guīdìng,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[gè],quy định,quy định,遵守规定。Tuân thủ quy định.
规矩,guījǔ,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,qui củ,quy củ/nề nếp,守规矩。Giữ quy củ.
规律,guīlǜ,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,qui luật,quy luật,自然规律。Quy luật tự nhiên.
规模,guīmó,scale; scope; extent; CL:個|个[gè],qui mô,quy mô,大规模。Quy mô lớn.
规则,guīzé,rule; regulation; rules and regulations,qui tắc,quy tắc,遵守规则。Tuân thủ quy tắc.
贵,guì,expensive; noble; your (name); precious,quý,đắt,太贵了！Đắt quá!
柜台,guìtái,sales counter; front desk; bar,quỹ đài,quầy,服务柜台。Quầy phục vụ.
滚,gǔn,to boil; to roll; get lost (imperative); take a hike,cổn,lăn/sôi,滚开水。Nước sôi.
锅,guō,pot; pan; boiler; CL:口[kǒu];隻|只[zhī],qua,nồi/chảo,炒锅。Chảo xào.
国籍,guójí,nationality,quốc tịch,quốc tịch,中国国籍。Quốc tịch Trung Quốc.
国际,guójì,international,quốc tế,quốc tế,国际学校。Trường quốc tế.
国家,guójiā,country; nation; state; CL:個|个[gè],quốc gia,quốc gia/đất nước,中国是一个大国家。Trung Quốc là đất nước lớn.
国庆节,guóqìngjié,PRC National Day (October 1st),quốc khánh tiết,ngày quốc khánh,庆祝国庆节。Kỷ niệm ngày Quốc khánh.
果然,guǒrán,really; sure enough; as expected,quả nhiên,quả nhiên,果然如此。Quả nhiên như vậy.
果实,guǒshí,fruit; gains,quả thực,quả/trái cây,丰收果实。Quả thu hoạch.
果汁,guǒzhī,fruit juice,quả chấp,nước ép trái cây,我喝果汁。Tôi uống nước ép.
过,guò,to pass (time); to celebrate (a holiday); to live; to get along,quá,(trợ từ),我去过北京。Tôi đã đến Bắc Kinh.
过,guò,(experienced action marker); to cross; to go over,quá,(trợ từ),我去过北京。Tôi đã đến Bắc Kinh.
过程,guòchéng,course of events; process; CL:個|个[gè],quá trình,quá trình,学习过程。Quá trình học tập.
过分,guòfèn,excessive; undue; overly,quá phận,quá đáng,太过分。Quá đáng.
过敏,guòmǐn,to be allergic; allergy,quá mẫn,dị ứng,皮肤过敏。Da dị ứng.
过期,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date),quá kỳ,quá hạn,过期食品。Thực phẩm quá hạn.
过去,guòqù,(in the) past; former; previous; to go over; to pass by,quá khứ,quá khứ/trước đây,过去我住在这儿。Trước đây tôi ở đây.
哈,hā,laughter; yawn; abbr. for Kazakhstan,hạ,ha/cười,哈哈。Ha ha.
还,hái,still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
还是,háishì,or; still; nevertheless,hoàn thị,hay là,你去还是我去？Bạn đi hay tôi đi?
孩子,háizi,child,hài tử,đứa trẻ,孩子们在玩。Trẻ con đang chơi.
海关,hǎiguān,customs (i.e. border crossing inspection); CL:個|个[gè],hải quan,hải quan,过海关。Qua hải quan.
海鲜,hǎixiān,seafood,hải tiên,hải sản,吃海鲜。Ăn hải sản.
海洋,hǎiyáng,ocean; CL:個|个[gè],hải dương,đại dương,保护海洋。Bảo vệ đại dương.
害怕,hàipà,to be afraid; to be scared,hại phạ,sợ/sợ hãi,我害怕黑。Tôi sợ tối.
害羞,hàixiū,blush; shy,hại tu,xấu hổ/ngượng,她很害羞。Cô ấy rất ngượng.
寒假,hánjià,winter vacation,hàn giả,nghỉ đông,放寒假。Nghỉ đông.
喊,hǎn,call; cry; to shout,hãn,hét/kêu,大声喊。Hét to.
汗,hàn,perspiration; sweat; CL:滴[dī];頭|头[tóu];身[shēn]; Khan (Persian or Mongol king or emperor); Khan (name); to be speechless (out of helplessness; embarrassment etc) (Internet slang used as an interjection),hãn,mồ hôi,出汗了。Đổ mồ hôi rồi.
汉语,hànyǔ,Chinese language; CL:門|门[mén],Hán ngữ,tiếng Trung,我学习汉语。Tôi học tiếng Trung.
航班,hángbān,scheduled flight; flight number; plane; scheduled sailing; sailing number; passenger ship,hàng ban,chuyến bay,航班延误了。Chuyến bay bị trễ.
行业,hángyè,industry; business,hàng nghiệp,ngành/nghề,服务行业。Ngành dịch vụ.
豪华,háohuá,luxurious,hào hoa,sang trọng/xa hoa,豪华酒店。Khách sạn sang trọng.
好,hǎo,good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness),hảo,tốt,今天天气很好。Hôm nay thời tiết rất tốt.
好吃,hǎochī,tasty; delicious,hảo xích,ngon,这个面条很好吃。Mì này ngon lắm.
好处,hǎochù,benefit; advantage; gain; profit; also pronounced hǎo chù; CL:個|个[gè],hảo xứ,lợi ích,有好处。Có lợi ích.
好像,hǎoxiàng,as if; to seem like,hảo tượng,có vẻ như/giống như,好像要下雨。Có vẻ sắp mưa.
号,hào,day of a month; (suffix used after) name of a ship; (ordinal) number,hiệu,số/ngày,今天几号？Hôm nay ngày mấy?
号码,hàomǎ,number; CL:堆[duī];個|个[gè],hiệu mã,số,电话号码。Số điện thoại.
好奇,hàoqí,inquisitive; curious,hiếu kỳ,tò mò/hiếu kỳ,很好奇。Rất tò mò.
喝,hē,to drink; to shout (a command); My goodness!,hát,uống,我喝水。Tôi uống nước.
河,hé,river; CL:條|条[tiáo];道[dào],hà,sông,河水很清。Nước sông rất trong.
和,hé,and; together with; with; sum; union; peace; harmony; surname He; Japanese related; Taiwan pr.  hàn,hòa,và,我和你。Tôi và bạn.
和平,hépíng,peace,hoà bình,hoà bình,世界和平。Hoà bình thế giới.
何必,hébì,there is no need; why should,hà tất,cần gì/sao phải,何必这样？Sao phải như vậy?
何况,hékuàng,much less; let alone,hà huống,huống chi/huống gì,何况他？Huống chi anh ấy?
合法,héfǎ,lawful; legitimate; legal,hợp pháp,hợp pháp,合法权益。Quyền lợi hợp pháp.
合格,hégé,qualified; meeting a standard; eligible (voter),hợp cách,đạt chuẩn/hợp cách,考试合格。Thi đạt.
合理,hélǐ,rational; reasonable; fair,hợp lý,hợp lý,很合理。Rất hợp lý.
合适,héshì,suitable; fitting; decent; to fit,hợp thích,phù hợp/hợp,这个很合适。Cái này rất hợp.
合同,hétóng,(business) contract; CL:個|个[gè],hợp đồng,hợp đồng,签合同。Ký hợp đồng.
合影,héyǐng,joint photo; group photo,hợp ảnh,chụp hình chung,一起合影。Chụp hình chung.
合作,hézuò,to cooperate; to collaborate; to work together; cooperation; CL:個|个[gè],hợp tác,hợp tác,合作愉快。Hợp tác vui vẻ.
核心,héxīn,core; nucleus,hạch tâm,hạt nhân/cốt lõi,核心问题。Vấn đề cốt lõi.
盒子,hézi,case,hạp tử,hộp,一盒子。Một cái hộp.
黑,hēi,black; dark; abbr. for Heilongjiang 黑龍江|黑龙江 province in northeast China,hắc,màu đen,黑衣服。Quần áo đen.
黑板,hēibǎn,blackboard; CL:塊|块[kuài];個|个[gè],hắc bản,bảng đen,在黑板上写字。Viết chữ lên bảng.
很,hěn,(adverb of degree); quite; very; awfully,ngận,rất,我很高兴。Tôi rất vui.
恨,hèn,to hate; to regret,hận,ghét/hận,恨他。Ghét anh ta.
横,héng,horizontal; across; (horizontal character stroke),hoành,ngang,横线。Đường ngang.
红,hóng,bonus; popular; red; revolutionary,hồng,màu đỏ,红苹果。Táo đỏ.
猴子,hóuzi,monkey; CL:隻|只[zhī],hầu tử,khỉ,猴子很聪明。Khỉ rất thông minh.
厚,hòu,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,hậu,dày,书很厚。Sách rất dày.
后果,hòuguǒ,consequences; aftermath,hậu quả,hậu quả,严重后果。Hậu quả nghiêm trọng.
后悔,hòuhuǐ,to regret; to repent,hậu hối,hối hận,我很后悔。Tôi rất hối hận.
后来,hòulái,afterwards; later,hậu lai,sau này/về sau,后来怎么了？Sau đó thế nào?
后面,hòumiàn,rear; back; behind; later; afterwards,hậu diện,phía sau,学校后面有商店。Sau trường có cửa hàng.
忽然,hūrán,suddenly; all of a sudden,hốt nhiên,đột nhiên/bỗng nhiên,天气忽然变了。Thời tiết đột nhiên thay đổi.
忽视,hūshì,to neglect; to ignore,hốt thị,phớt lờ/bỏ qua,不能忽视。Không thể bỏ qua.
呼吸,hūxī,to breathe,hô hấp,thở/hô hấp,深呼吸。Hít thở sâu.
壶,hú,pot; classifier for bottled liquid,hồ,ấm/bình,茶壶。Ấm trà.
蝴蝶,húdié,butterfly; CL:隻|只[zhī],hồ điệp,bướm,美丽蝴蝶。Con bướm đẹp.
胡说,húshuō,to talk nonsense; drivel,hồ thuyết,nói bậy/nói linh tinh,别胡说。Đừng nói bậy.
胡同,hútòng,lane; alley; CL:條|条[tiáo],hồ đồng,ngõ hẻm,小胡同。Ngõ nhỏ.
胡须,húxū,beard; CL:根[gēn];綹|绺[liǔ],hồ tu,râu,长胡须。Râu dài.
糊涂,hútú,muddled; silly; confused,hồ đồ,lẫn lộn/mơ hồ,很糊涂。Rất lẫn lộn.
护士,hùshì,nurse; CL:個|个[gè],hộ sĩ,y tá,她是护士。Cô ấy là y tá.
护照,hùzhào,passport; CL:本[běn];個|个[gè],hộ chiếu,hộ chiếu,带上护照。Mang theo hộ chiếu.
互相,hùxiāng,each other; mutually; mutual,hỗ tương,lẫn nhau,互相帮助。Giúp đỡ lẫn nhau.
花,huā,to spend (money; time),hoa,hoa,这朵花很漂亮。Bông hoa này rất đẹp.
花生,huāshēng,peanut; groundnut; CL:粒[lì],hoa sinh,đậu phộng/lạc,吃花生。Ăn đậu phộng.
花园,huāyuán,garden; CL:座[zuò];個|个[gè],hoa viên,vườn hoa,花园里有很多花。Trong vườn có nhiều hoa.
滑冰,huábīng,to skate; skating,hoạt băng,trượt băng,去滑冰。Đi trượt băng.
划船,huáchuán,to row a boat; rowing boat; rowing (sport),hoạch thuyền,chèo thuyền,划船比赛。Thi chèo thuyền.
华裔,huáyì,ethnic Chinese; non-Chinese citizen of Chinese ancestry,hoa duệ,người gốc Hoa,华裔后代。Hậu duệ người Hoa.
画,huà,to draw; picture; painting; CL:幅[fú];張|张[zhāng],họa,vẽ/tranh,我喜欢画画。Tôi thích vẽ.
话题,huàtí,subject (of a talk or conversation); topic,thoại đề,chủ đề/đề tài,聊天话题。Chủ đề trò chuyện.
化学,huàxué,chemistry; chemical,hoá học,hóa học,化学实验。Thí nghiệm hóa học.
怀念,huáiniàn,to cherish the memory of; to think of; reminisce,hoài niệm,hoài niệm/nhớ,怀念过去。Nhớ quá khứ.
怀疑,huáiyí,to doubt; to suspect; doubt; suspicion; skeptical,hoài nghi,nghi ngờ,我怀疑他。Tôi nghi ngờ anh ấy.
坏,huài,bad; spoiled; broken; to break down,hoại,hỏng/xấu,电脑坏了。Máy tính hỏng rồi.
欢迎,huānyíng,to welcome; welcome,hoan nghênh,hoan nghênh,欢迎你！Chào mừng bạn!
还,hái,to pay back; to return;,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
环境,huánjìng,environment; circumstances; surroundings; CL:個|个[gè]; ambient,hoàn cảnh,môi trường,环境很好。Môi trường rất tốt.
缓解,huǎnjiě,to ease; to help relieve (a crisis),hoãn giải,giảm bớt/hoãn lại,缓解压力。Giảm áp lực.
换,huàn,change; exchange,hoán,đổi/thay,换钱。Đổi tiền.
幻想,huànxiǎng,delusion; fantasy,huyễn tưởng,ảo tưởng/tưởng tượng,美好幻想。Mơ tưởng đẹp.
慌张,huāngzhāng,confused; flustered,hoang trương,hoảng hốt/hoang mang,很慌张。Rất hoảng hốt.
黄,huáng,yellow; pornographic; to fall through,hoàng,vàng/màu vàng,黄色的花。Hoa màu vàng.
黄瓜,huángguā,cucumber; CL:條|条[tiáo],hoàng qua,dưa chuột,吃黄瓜。Ăn dưa chuột.
黄金,huángjīn,gold,hoàng kim,vàng,黄金时代。Thời đại vàng.
皇帝,huángdì,emperor; CL:個|个[gè],hoàng đế,hoàng đế,古代皇帝。Hoàng đế cổ đại.
皇后,huánghòu,empress; imperial consort,hoàng hậu,hoàng hậu,皇后娘娘。Hoàng hậu.
挥,huī,to wave; to brandish; to wipe away; to command; to conduct; to scatter; to disperse,huy,vẫy/vung,挥手。Vẫy tay.
灰,huī,ash; dust; lime; gray; discouraged; dejected,hôi,tro/xám,灰色。Màu xám.
灰尘,huīchén,dust,hôi trần,bụi,打扫灰尘。Quét bụi.
灰心,huīxīn,lose heart; be discouraged,hôi tâm,nản lòng/chán nản,别灰心。Đừng nản lòng.
恢复,huīfù,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate,khôi phục,khôi phục/phục hồi,恢复健康。Hồi phục sức khỏe.
回,huí,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),hồi,về,我回家。Tôi về nhà.
回答,huídá,to reply; to answer; the answer; CL:個|个[gè],hồi đáp,trả lời,请回答我的问题。Hãy trả lời câu hỏi của tôi.
回忆,huíyì,to recall; recollection; CL:個|个[gè],hồi ức,hồi ức/nhớ lại,回忆过去。Nhớ lại quá khứ.
会,huì,can; be possible; be able to; will; be likely to; be sure to; to assemble; to meet; to gather; to see; union; group; association; CL:個|个[gè]; a moment (Taiwan pr. for this sense is huǐ),hội,biết/có thể,我会说中文。Tôi biết nói tiếng Trung.
会议,huìyì,meeting; conference; CL:場|场[chǎng];屆|届[jiè],hội nghị,hội nghị/cuộc họp,开会议。Họp.
汇率,huìlǜ,exchange rate,hối suất,tỷ giá hối đoái,汇率变化。Tỷ giá thay đổi.
婚礼,hūnlǐ,wedding ceremony; wedding,hôn lễ,hôn lễ/đám cưới,参加婚礼。Tham dự đám cưới.
婚姻,hūnyīn,matrimony; wedding; marriage; CL:次[cì],hôn nhân,hôn nhân,婚姻幸福。Hôn nhân hạnh phúc.
活动,huódòng,to exercise; to move about; to operate; activity; loose; shaky; active; movable; maneuver; to use connections; CL:項|项[xiàng];個|个[gè],hoạt động,hoạt động,参加活动。Tham gia hoạt động.
活泼,huópō,lively; vivacious; brisk; active,hoạt bát,hoạt bát/sôi nổi,孩子很活泼。Trẻ em rất sôi nổi.
活跃,huóyuè,active; vigorous,hoạt dược,sôi động/tích cực,气氛活跃。Không khí sôi động.
火,huǒ,fire; CL:把[bǎ],hỏa,lửa,小心火。Cẩn thận lửa.
火柴,huǒchái,match (for lighting fire); CL:根[gēn];盒[hé],hoả sài,diêm,点火柴。Đốt diêm.
火车站,huǒchēzhàn,train station,hỏa xa trạm,ga tàu,我们在火车站见。Chúng ta gặp ở ga tàu.
伙伴,huǒbàn,partner; companion; comrade,hoả bạn,bạn đồng hành,好伙伴。Bạn đồng hành tốt.
获得,huòdé,to obtain; to receive; to get,hoạch đắc,đạt được/giành được,获得成功。Giành được thành công.
或者,huòzhě,or; possibly; maybe; perhaps,hoặc giả,hoặc là/hay,你或者他。Bạn hoặc anh ấy.
基本,jīběn,basic; fundamental; main; elementary,cơ bản,cơ bản,基本知识。Kiến thức cơ bản.
基础,jīchǔ,base; foundation; basis; underlying; CL:個|个[gè],cơ sở,cơ sở/nền tảng,基础知识。Kiến thức cơ bản.
机会,jīhuì,opportunity; chance; occasion; CL:個|个[gè],cơ hội,cơ hội,这是好机会。Đây là cơ hội tốt.
机器,jīqì,machine; CL:臺|台[tái];部[bù];個|个[gè],cơ khí,máy móc,机器设备。Thiết bị máy móc.
机场,jīchǎng,airport; airfield; CL:家[jiā];處|处[chù],cơ trường,sân bay,我在机场。Tôi ở sân bay.
鸡蛋,jīdàn,(chicken) egg; hen's egg; CL:個|个[gè];打[dá],kê đản,trứng gà,吃鸡蛋。Ăn trứng.
激动,jīdòng,to excite; to agitate; exciting,kích động,xúc động/kích động,我很激动。Tôi rất xúc động.
激烈,jīliè,intense; acute; fierce,kích liệt,gay gắt/kịch liệt,竞争激烈。Cạnh tranh gay gắt.
几乎,jīhū,almost; nearly; practically,cơ hồ,hầu như/gần như,几乎没有人。Hầu như không có người.
积极,jījí,active; energetic; vigorous; positive (outlook); proactive,tích cực,tích cực,积极参加。Tích cực tham gia.
积累,jīlěi,to accumulate; accumulation; cumulative; cumulatively,tích lũy,tích lũy,积累经验。Tích lũy kinh nghiệm.
肌肉,jīròu,muscle; flesh,cơ nhục,cơ bắp,练肌肉。Tập cơ bắp.
极,jí,extremely; pole (geography; physics); utmost; top,cực,cực/rất,极了。Cực kỳ.
极其,jíqí,extremely,cực kỳ,cực kỳ,极其重要。Cực kỳ quan trọng.
及格,jígé,to pass a test,cập cách,đạt điểm/qua môn,考试及格。Thi đạt.
及时,jíshí,in time; promptly; without delay; timely,cập thì,kịp thời,及时到达。Đến kịp thời.
急忙,jímáng,hastily,cấp mang,vội vàng/gấp,急忙离开。Vội vàng rời đi.
集合,jíhé,a congregation; to gather; a set,tập hợp,tập hợp,在这里集合。Tập hợp ở đây.
集体,jítǐ,collective; social; team; CL:個|个[gè],tập thể,tập thể,集体活动。Hoạt động tập thể.
集中,jízhōng,to concentrate; to centralize; to focus; centralized; concentrated; to put together,tập trung,tập trung,集中精力。Tập trung tinh thần.
即使,jíshǐ,even if; even though; given that,tức sử,ngay cả khi/dù,即使下雨我也去。Dù mưa tôi cũng đi.
几,jǐ,how much; how many; several; a few,kỷ,mấy,你几岁？Bạn mấy tuổi?
寄,jì,to live (in a house); to lodge; to mail; to send; to entrust; to depend,kí,gửi,寄信。Gửi thư.
记得,jìde,to remember,kí đắc,nhớ,我记得他。Tôi nhớ anh ấy.
记录,jìlù,record; CL:個|个[gè],kỷ lục,ghi chép/kỷ lục,打破记录。Phá kỷ lục.
记忆,jìyì,memories; remember; memory; CL:個|个[gè],kỷ ức,trí nhớ/ký ức,美好记忆。Ký ức đẹp.
记者,jìzhě,reporter; journalist; CL:個|个[gè],kí giả,phóng viên,他是记者。Anh ấy là phóng viên.
计划,jìhuà,plan; project; program; to plan; to map out; CL:個|个[gè];項|项[xiàng],kế hoạch,kế hoạch,制定计划。Lập kế hoạch.
计算,jìsuàn,to count; to calculate; to compute; CL:個|个[gè],kế toán,tính toán,计算结果。Tính toán kết quả.
季节,jìjié,time; season; period; CL:個|个[gè],quý tiết,mùa,春季是好季节。Mùa xuân là mùa đẹp.
系领带,xìlǐngdài,tie one's necktie,hệ lĩnh đái,thắt cà vạt,系领带。Thắt cà vạt.
纪录,jìlù,record,kỷ lục,kỷ lục,创纪录。Lập kỷ lục.
纪律,jìlǜ,discipline,kỷ luật,kỷ luật,遵守纪律。Tuân thủ kỷ luật.
纪念,jìniàn,to commemorate; to remember; CL:個|个[gè],kỷ niệm,kỷ niệm,纪念日。Ngày kỷ niệm.
寂寞,jìmò,lonely; lonesome,tịch mịch,cô đơn/tịch mịch,感到寂寞。Cảm thấy cô đơn.
既然,jìrán,since; as; this being the case,ký nhiên,đã...thì,既然来了就坐吧。Đã đến rồi thì ngồi đi.
技术,jìshù,technology; technique; skill; CL:門|门[mén];種|种[zhǒng];項|项[xiàng],kỹ thuật,kỹ thuật,学习技术。Học kỹ thuật.
继续,jìxù,to continue; to proceed with; to go on with,kế tục,tiếp tục,继续学习。Tiếp tục học.
家,jiā,home; family; classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for specialists in some activity such as musician or revolutionary; corresponds to English -ist; -er; -ary or -ian; surname Jia; CL:個|个[gè],gia,nhà,我家在河内。Nhà tôi ở Hà Nội.
家具,jiājù,furniture; CL:件[jiàn];套[tào],gia cụ,đồ nội thất,买家具。Mua đồ nội thất.
家庭,jiātíng,family; household; CL:戶|户[hù];個|个[gè],gia đình,gia đình,幸福家庭。Gia đình hạnh phúc.
家务,jiāwù,household duties; housework,gia vụ,việc nhà,做家务。Làm việc nhà.
家乡,jiāxiāng,hometown; native place; CL:個|个[gè],gia hương,quê hương,回家乡。Về quê hương.
加班,jiābān,to work overtime,gia ban,làm thêm giờ,今天要加班。Hôm nay phải làm thêm giờ.
加油站,jiāyóuzhàn,gas station,gia du trạm,trạm xăng,去加油站。Đi trạm xăng.
嘉宾,jiābīn,esteemed guest; honored guest,gia tân,khách quý/quý khách,欢迎嘉宾。Chào đón quý khách.
夹子,jiāzi,clip; clamp; tongs; folder; wallet,giáp tử,kẹp,用夹子。Dùng kẹp.
甲,jiǎ,first of the ten heavenly stems 十天干|十天干[shí tiān gān]; (used for an unspecified person or thing); first (in a list; as a party to a contract etc); armor plating; shell or carapace; (of the fingers or toes) nail; bladed leather or metal armor (old); ranking system used in the Imperial examinations (old); civil administration unit (old),giáp,Giáp (can chi),甲乙丙丁。Giáp Ất Bính Đinh.
假,jiǎ,fake; false; artificial; to borrow; if; suppose,giả,giả/nghỉ,真假难辨。Khó phân biệt thật giả.
假如,jiǎrú,if,giả như,giả như/nếu như,假如可以。Giả như được.
假装,jiǎzhuāng,to feign; to pretend,giả trang,giả vờ/giả bộ,假装不知道。Giả vờ không biết.
嫁,jià,(of a woman) to marry; to marry off a daughter; to shift (blame etc),giá,lấy chồng,嫁人。Lấy chồng.
价格,jiàgé,price; CL:個|个[gè],giá cách,giá cả,价格便宜。Giá rẻ.
价值,jiàzhí,value; worth; fig. values (ethical; cultural etc); CL:個|个[gè],giá trị,giá trị,有价值。Có giá trị.
驾驶,jiàshǐ,to pilot (ship; airplane etc); to drive,giá sử,lái/điều khiển,驾驶汽车。Lái xe ô tô.
煎,jiān,to pan fry; to sauté,tiên,chiên,煎鱼。Chiên cá.
肩膀,jiānbǎng,shoulder,kiên bảng,vai,拍肩膀。Vỗ vai.
坚持,jiānchí,to continue upholding; to remain committed to; persistence; to persist; to uphold; to insist on; persevere,kiên trì,kiên trì,坚持学习。Kiên trì học tập.
坚决,jiānjué,firm; resolute; determined,kiên quyết,kiên quyết/quyết đoán,态度坚决。Thái độ kiên quyết.
坚强,jiānqiáng,staunch; strong,kiên cường,kiên cường/mạnh mẽ,意志坚强。Ý chí kiên cường.
艰巨,jiānjù,arduous; terrible (task); very difficult; formidable,gian cự,gian khổ/khó khăn,任务艰巨。Nhiệm vụ nặng nề.
艰苦,jiānkǔ,difficult; hard; arduous,gian khổ,gian khổ/vất vả,生活艰苦。Cuộc sống gian khổ.
尖锐,jiānruì,sharp; intense; penetrating; pointed; acute (illness),tiêm nhuệ,sắc bén/gay gắt,问题尖锐。Câu hỏi gay gắt.
捡,jiǎn,to pick up; to collect; to gather,kiểm,nhặt,捡东西。Nhặt đồ.
检查,jiǎnchá,inspection; to examine; to inspect; CL:次[cì],kiểm tra,kiểm tra,医生检查身体。Bác sĩ khám sức khỏe.
简单,jiǎndān,simple; not complicated,giản đơn,đơn giản,这很简单。Cái này rất đơn giản.
简历,jiǎnlì,Curriculum Vitae (CV); résumé (resume); biographical notes,giản lịch,sơ yếu lý lịch,个人简历。Sơ yếu lý lịch cá nhân.
简直,jiǎnzhí,simply; at all; practically,giản trực,đơn giản là/thật là,简直太好了。Thật là quá tuyệt.
剪刀,jiǎndāo,scissors; CL:把[bǎ],tiễn đao,kéo,用剪刀。Dùng kéo.
减肥,jiǎnféi,to lose weight,giảm phì,giảm cân,我要减肥。Tôi muốn giảm cân.
