Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
而且,érqiě,(not only ...) but also; moreover; in addition; furthermore,nhi thả,hơn nữa/mà còn,他聪明，而且努力。Anh ấy thông minh
儿童,értóng,child; CL:個|个[gè],nhi đồng,trẻ em,儿童节。Ngày Thiếu nhi.
儿子,érzi,son,nhi tử,con trai,他有一个儿子。Anh ấy có một con trai.
耳朵,ěrduo,ear; CL:隻|只[zhī];個|个[gè];對|对[duì],nhĩ đãa,tai,我的耳朵疼。Tai tôi đau.
二,èr,two; 2; stupid (Beijing dialect),nhị,hai,二月是二月。Tháng hai là tháng 2.
发,fā,to send out; to show (one's feeling); to issue; to develop; classifier for gunshots (rounds),phát,gửi/phát,发邮件。Gửi email.
发烧,fāshāo,have a high temperature (from illness); have a fever,phát thiêu,sốt,我发烧了。Tôi bị sốt.
发生,fāshēng,to happen; to occur; to take place; to break out,phát sinh,xảy ra,发生了什么？Đã xảy ra chuyện gì?
发现,fāxiàn,to find; to discover,phát hiện,phát hiện/nhận ra,我发现了问题。Tôi phát hiện vấn đề.
发展,fāzhǎn,development; growth; to develop; to grow; to expand,phát triển,phát triển,经济发展。Phát triển kinh tế.
法律,fǎlǜ,law; CL:條|条[tiáo]; 套[tào]; 個|个[gè],pháp luật,pháp luật,遵守法律。Tuân thủ pháp luật.
翻译,fānyì,to translate; to interpret; translator; interpreter; translation; interpretation; CL:個|个[gè];位[wèi];名[míng],phiên dịch,dịch/phiên dịch,翻译文章。Dịch bài viết.
烦恼,fánnǎo,agonize; agony; annoyance; upset; vexation; worries,phiền não,phiền não,我很烦恼。Tôi rất phiền não.
反对,fǎnduì,to fight against; to oppose; to be opposed to; opposition,phản đối,phản đối,我反对。Tôi phản đối.
反应,fǎnyìng,to mirror; to reflect; mirror image; reflection; fig. to report; to make known; to render; used erroneously for 反應|反应; response or reaction,phản ứng,phản ứng,化学反应。Phản ứng hóa học.
饭馆,fànguǎn,restaurant; CL:家[jiā],phạn quán,nhà hàng/quán ăn,我们去饭馆吃饭。Chúng tôi đi quán ăn.
范围,fànwéi,range; scope; limit; extent; CL:個|个[gè],phạm vi,phạm vi,在这个范围内。Trong phạm vi này.
方便,fāngbiàn,convenient; to help out; to make things easy for people; convenience; suitable; having money to spare; (euphemism) to go to the toilet,phương tiện,tiện lợi/thuận tiện,这里很方便。Ở đây rất tiện lợi.
方法,fāngfǎ,method; way; means; CL:個|个[gè],phương pháp,phương pháp,学习方法。Phương pháp học.
方面,fāngmiàn,respect; aspect; field; side; CL:個|个[gè],phương diện,phương diện/mặt,各方面。Các mặt.
方向,fāngxiàng,direction; orientation; path to follow; CL:個|个[gè],phương hướng,phương hướng,正确的方向。Phương hướng đúng.
房间,fángjiān,room; CL:間|间[jiān],phòng gian,phòng,这是我的房间。Đây là phòng của tôi.
访问,fǎngwèn,to visit; to call on; to interview; CL:次[cì],phỏng vấn,phỏng vấn/thăm,访问中国。Thăm Trung Quốc.
放,fàng,to release; to free; to let go; to put; to place; to let out; to set off (fireworks),phóng,để/đặt,把书放在桌子上。Để sách lên bàn.
放弃,fàngqì,to renounce; to abandon; to give up,phóng khí,từ bỏ,不要放弃。Đừng từ bỏ.
放暑假,fàngshǔjià,take summer vacation,phóng thử giả,nghỉ hè,我们放暑假了。Chúng tôi nghỉ hè rồi.
放心,fàngxīn,to set one's mind at rest; to be at ease; to rest,phóng tâm,yên tâm,你放心吧。Bạn yên tâm đi.
非常,fēicháng,unusual; extraordinary; extreme; very; exceptional,phi thường,rất/cực kỳ,我非常喜欢。Tôi rất thích.
飞机,fēijī,airplane; CL: 架[jià],phi cơ,máy bay,我坐飞机去北京。Tôi đi Bắc Kinh bằng máy bay.
分,fēn,to divide; to separate; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute; a point (in sports or games); 0.1 yuan (unit of money),phân,phân/phần,一半一半分。Chia đôi.
…分之…,fēnzhī,used for fractions and percentages; e.g. 四分之一 is 1/4 and 百分之一 is 1%,phân chi,phân số (dùng để chỉ phân số),三分之一：một phần ba; 百分之五十：năm mươi phần trăm.
分钟,fēnzhōng,minute,phân chung,phút,等我五分钟。Đợi tôi năm phút.
份,fèn,part; share; portion; copy; classifier for gifts; newspaper; magazine; papers; reports; contracts etc,phần,(lượng từ),一份礼物。Một món quà.
丰富,fēngfù,rich; plentiful; abundant,phong phú,phong phú,内容很丰富。Nội dung rất phong phú.
风景,fēngjǐng,scenery; landscape; CL:個|个[gè],phong cảnh,phong cảnh,风景很美。Phong cảnh rất đẹp.
否则,fǒuzé,if not; otherwise; else; or else,phủ tắc,nếu không,否则会迟到。Nếu không sẽ muộn.
符合,fúhé,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,phù hợp,phù hợp,符合要求。Phù hợp yêu cầu.
服务员,fúwùyuán,waiter; waitress; attendant; customer service personnel; CL:個|个[gè],phục vụ viên,nhân viên phục vụ,服务员，请结账。Phục vụ; tính tiền.
富,fù,rich; surname Fu,phú,giàu,他很富。Anh ấy rất giàu.
附近,fùjìn,(in the) vicinity; nearby; neighboring; next to,phụ cận,gần đây/lân cận,学校附近。Gần trường.
父亲,fùqīn,father; also pr. with light tone [fù qin]; CL:個|个[gè],phụ thân,cha/bố,我的父亲。Cha tôi.
复习,fùxí,to revise; to review; revision; CL:次[cì],phục tập,ôn tập,复习功课。Ôn bài.
复印,fùyìn,to photocopy; to duplicate a document,phục ấn,photocopy,复印文件。Photocopy tài liệu.
复杂,fùzá,complicated; complex,phức tạp,phức tạp,问题很复杂。Vấn đề rất phức tạp.
负责,fùzé,to be in charge of; to take responsibility for; to be to blame; conscientious,phụ trách,chịu trách nhiệm/phụ trách,我负责这个工作。Tôi phụ trách công việc này.
改变,gǎibiàn,to change; to alter; to transform,cải biến,thay đổi,改变想法。Thay đổi suy nghĩ.
干杯,gānbēi,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup,can bôi,cạn ly/nâng cốc,我们干杯！Chúng ta cạn ly!
干净,gānjìng,clean; neat,can tịnh,sạch sẽ,房间很干净。Phòng rất sạch.
干燥,gānzào,to dry (of weather; paint; cement etc); desiccation; dull; uninteresting; arid,can táo,khô/khô ráo,天气很干燥。Thời tiết rất khô.
敢,gǎn,to dare; daring; (polite) may I venture,cảm,dám,我不敢去。Tôi không dám đi.
感动,gǎndòng,to move (sb); to touch (sb emotionally); moving,cảm động,cảm động,我很感动。Tôi rất cảm động.
感觉,gǎnjué,to feel; to become aware of; feeling; sense; perception; CL:個|个[gè],cảm giác,cảm giác,我感觉不舒服。Tôi cảm thấy không khỏe.
感冒,gǎnmào,to catch cold; (common) cold; CL:場|场[cháng];次[cì],cảm mạo,cảm lạnh/cảm,我感冒了。Tôi bị cảm.
感情,gǎnqíng,feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:個|个[gè];種|种[zhǒng],cảm tình,tình cảm,他们感情很好。Tình cảm của họ rất tốt.
感谢,gǎnxiè,(express) thanks; gratitude; grateful; thankful; thanks,cảm tạ,cảm ơn,感谢你的帮助。Cảm ơn sự giúp đỡ của bạn.
干,gān,to work; to do; to manage,can,làm/khô,干活。Làm việc.
刚才,gāngcái,just now; a moment ago,cang tài,vừa rồi/vừa mới,他刚才在这儿。Anh ấy vừa ở đây.
刚刚,gānggang,just recently; just a moment ago,cang cang,vừa mới/vừa rồi,他刚刚走了。Anh ấy vừa mới đi.
高,gāo,high; tall; above average; loud; your (honorific); surname Gao,cao,cao,他很高。Anh ấy rất cao.
高级,gāojí,high level; high grade; advanced; high-ranking,cao cấp,cao cấp,高级酒店。Khách sạn cao cấp.
高兴,gāoxìng,happy; glad; willing (to do sth); in a cheerful mood,cao hứng,vui,认识你很高兴。Rất vui được gặp bạn.
告诉,gàosu,to tell; to inform; to let know,cáo tố,nói/bảo,告诉我吧。Nói cho tôi biết đi.
哥哥,gēge,older brother; CL:個|个[gè];位[wèi],ca ca,anh trai,我哥哥。Anh trai tôi.
各,gè,each; every,các,mỗi/các,各位。Các vị.
个,gè,individual; this; that; size; classifier for people or objects in general,cá,cái,一个人：một người.
个子,gèzi,height; stature; build; size,cá tử,chiều cao/vóc dáng,他个子很高。Anh ấy cao.
给,gěi,to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle),cấp,cho,给你。Cho bạn.
跟,gēn,heel; to follow closely; to go with; to marry sb (of woman); with; towards; as (compared to); from (different from); and (in addition to),cân,theo/với,我跟你去。Tôi đi với bạn.
根据,gēnjù,according to; based on; basis; foundation; CL:個|个[gè],căn cứ,căn cứ/theo,根据规定。Theo quy định.
更,gēng,to change or replace; to experience; one of the five two hour periods into which the night was formerly divided; watch (eg of a sentry or guard),cánh,càng/hơn nữa,更好。Tốt hơn.
公共汽车,gōnggòngqìchē,bus; CL:輛|辆[liàng];班[bān],công cộng khí xa,xe buýt,我坐公共汽车。Tôi đi xe buýt.
公斤,gōngjīn,kilogram (kg),công cân,kg,一公斤苹果。1 kg táo.
公里,gōnglǐ,kilometer,công lí,kilômét,十公里。Mười kilômét.
公司,gōngsī,(business) company; company; firm; corporation; incorporated; CL:家[jiā],công ty,công ty,我在公司上班。Tôi làm việc ở công ty.
公园,gōngyuán,public park; CL:場|场[chǎng],công viên,công viên,我们去公园玩。Chúng tôi đi công viên chơi.
工具,gōngjù,tool; instrument; utensil; means (to achieve a goal etc),công cụ,công cụ,使用工具。Sử dụng công cụ.
工资,gōngzī,wages; pay; CL:個|个[gè];份[fèn];月[yuè],công tư,lương,我的工资。Lương của tôi.
工作,gōngzuò,job; work; construction; task; CL:個|个[gè];份[fèn];項|项[xiàng],công tác,làm việc,我在学校工作。Tôi làm việc ở trường.
共同,gòngtóng,common; joint; jointly; together; collaborative,cộng đồng,chung,共同努力。Cùng nhau nỗ lực.
狗,gǒu,dog; CL:隻|只[zhī];條|条[tiáo],cẩu,chó,我有一只狗。Tôi có một con chó.
够,gòu,to reach; to be enough,cấu,đủ,钱够了。Đủ tiền rồi.
购物,gòuwù,shopping,cấu vật,mua sắm,去购物。Đi mua sắm.
孤单,gūdān,lone; lonely; loneliness,cô đơn,cô đơn,我很孤单。Tôi rất cô đơn.
估计,gūjì,to estimate; to reckon; CL:個|个[gè],cổ kế,ước tính/dự tính,我估计他会来。Tôi ước tính anh ấy sẽ đến.
鼓励,gǔlì,to encourage,cổ lệ,khuyến khích/cổ vũ,老师鼓励我们。Giáo viên khuyến khích chúng tôi.
鼓掌,gǔzhǎng,to applaud; to clap,cổ chưởng,vỗ tay,大家鼓掌。Mọi người vỗ tay.
顾客,gùkè,client; customer; CL:位[wèi],cố khách,khách hàng,欢迎顾客。Chào mừng khách hàng.
故事,gùshì,old practice; CL:個|个[gè],cố sự,câu chuyện,讲故事。Kể chuyện.
故意,gùyì,deliberately; on purpose,cố ý,cố ý,他故意这样做。Anh ấy cố ý làm như vậy.
刮风,guāfēng,to be windy,quát phong,gió thổi,今天刮风。Hôm nay có gió.
挂,guà,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,quải,treo/gác máy,挂电话。Gác máy.
关,guān,mountain pass; to close; to shut; to turn off; to concern; to involve,quan,đóng,关门。Đóng cửa.
关键,guānjiàn,crucial point; crux; CL:個|个[gè]; key; crucial; pivotal,quan kiện,then chốt/quan trọng,关键问题。Vấn đề then chốt.
关系,guānxì,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[gè],quan hệ,quan hệ/mối quan hệ,我们的关系很好。Quan hệ của chúng tôi rất tốt.
关心,guānxīn,to care for sth; caring; concerned,quan tâm,quan tâm,他很关心我。Anh ấy rất quan tâm tôi.
关于,guānyú,pertaining to; concerning; regarding; with regards to; about; a matter of,quan ư,về/liên quan đến,关于这个问题。Về vấn đề này.
观众,guānzhòng,spectators; audience; visitors (to an exhibition etc),quan chúng,khán giả,观众很多。Khán giả rất đông.
管理,guǎnlǐ,to supervise; to manage; to administer; management; administration; CL:個|个[gè],quản lí,quản lý,管理公司。Quản lý công ty.
光,guāng,light; ray; CL:道[dào]; bright; only; merely; to use up,quang,sáng/ánh sáng,阳光很好。Ánh sáng mặt trời rất tốt.
广播,guǎngbō,broadcast; widely spread; CL:個|个[gè],quảng bá,phát thanh/quảng bá,听广播。Nghe phát thanh.
广告,guǎnggào,to advertise; a commercial; advertisement; CL:項|项[xiàng],quảng cáo,quảng cáo,做广告。Làm quảng cáo.
逛,guàng,to stroll; to visit,cuống,đi dạo/dạo chơi,逛街。Đi dạo phố.
规定,guīdìng,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[gè],quy định,quy định,遵守规定。Tuân thủ quy định.
贵,guì,expensive; noble; your (name); precious,quý,đắt,太贵了！Đắt quá!
国际,guójì,international,quốc tế,quốc tế,国际学校。Trường quốc tế.
国家,guójiā,country; nation; state; CL:個|个[gè],quốc gia,quốc gia/đất nước,中国是一个大国家。Trung Quốc là đất nước lớn.
果然,guǒrán,really; sure enough; as expected,quả nhiên,quả nhiên,果然如此。Quả nhiên như vậy.
果汁,guǒzhī,fruit juice,quả chấp,nước ép trái cây,我喝果汁。Tôi uống nước ép.
过,guò,to cross; to go over; to pass (time); to celebrate (a holiday); to live; to get along; excessively; too-; surname Guo,quá,(trợ từ),吃过了。Ăn rồi.
过,guò,助词 (indicates a past action or state; 动词+过),quá,(trợ từ),吃过了。Ăn rồi.
过程,guòchéng,course of events; process; CL:個|个[gè],quá trình,quá trình,学习过程。Quá trình học tập.
过去,guòqu,(in the) past; former; previous; to go over; to pass by,quá khứ,quá khứ/trước đây,过去我住在这儿。Trước đây tôi ở đây.
还,hái,still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
还是,háishì,or; still; nevertheless,hoàn thị,hay là,你去还是我去？Bạn đi hay tôi đi?
孩子,háizi,child,hài tử,đứa trẻ,孩子们在玩。Trẻ con đang chơi.
海洋,hǎiyáng,ocean; CL:個|个[gè],hải dương,đại dương,保护海洋。Bảo vệ đại dương.
害怕,hàipà,to be afraid; to be scared,hại phạ,sợ/sợ hãi,我害怕黑。Tôi sợ tối.
害羞,hàixiū,blush; shy,hại tu,xấu hổ/ngượng,她很害羞。Cô ấy rất ngượng.
寒假,hánjià,winter vacation,hàn giả,nghỉ đông,放寒假。Nghỉ đông.
汗,hàn,perspiration; sweat; CL:滴[dī];頭|头[tóu];身[shēn]; Khan (Persian or Mongol king or emperor); Khan (name); to be speechless (out of helplessness; embarrassment etc) (Internet slang used as an interjection),hãn,mồ hôi,出汗了。Đổ mồ hôi rồi.
汉语,hànyǔ,Chinese language; CL:門|门[mén],Hán ngữ,tiếng Trung,我学习汉语。Tôi học tiếng Trung.
航班,hángbān,scheduled flight; flight number; plane; scheduled sailing; sailing number; passenger ship,hàng ban,chuyến bay,航班延误了。Chuyến bay bị trễ.
好,hǎo,good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness),hảo,tốt,今天天气很好。Hôm nay thời tiết rất tốt.
好吃,hǎochī,tasty; delicious,hảo xích,ngon,这个面条很好吃。Mì này ngon lắm.
好处,hǎochu,benefit; advantage; gain; profit; also pronounced hǎo chù; CL:個|个[gè],hảo xứ,lợi ích,有好处。Có lợi ích.
好像,hǎoxiàng,as if; to seem like,hảo tượng,có vẻ như/giống như,好像要下雨。Có vẻ sắp mưa.
号,hào,day of a month; (suffix used after) name of a ship; (ordinal) number,hiệu,số/ngày,今天几号？Hôm nay ngày mấy?
号码,hàomǎ,number; CL:堆[duī];個|个[gè],hiệu mã,số,电话号码。Số điện thoại.
喝,hē,to drink; to shout (a command); My goodness!,hát,uống,我喝水。Tôi uống nước.
和,hé,and; together with; with; sum; union; peace; harmony; surname He; Japanese related; Taiwan pr.  hàn,hòa,và,我和你。Tôi và bạn.
河,hé,river; CL:條|条[tiáo];道[dào],hà,sông,河水很清。Nước sông rất trong.
合格,hégé,qualified; meeting a standard; eligible (voter),hợp cách,đạt chuẩn/hợp cách,考试合格。Thi đạt.
合适,héshì,suitable; fitting; decent; to fit,hợp thích,phù hợp/hợp,这个很合适。Cái này rất hợp.
盒子,hézi,case,hạp tử,hộp,一盒子。Một cái hộp.
黑,hēi,black; dark; abbr. for Heilongjiang 黑龍江|黑龙江 province in northeast China,hắc,màu đen,黑衣服。Quần áo đen.
黑板,hēibǎn,blackboard; CL:塊|块[kuài];個|个[gè],hắc bản,bảng đen,在黑板上写字。Viết chữ lên bảng.
很,hěn,(adverb of degree); quite; very; awfully,ngận,rất,我很高兴。Tôi rất vui.
红,hóng,bonus; popular; red; revolutionary,hồng,màu đỏ,红苹果。Táo đỏ.
猴子,hóuzi,monkey; CL:隻|只[zhī],hầu tử,khỉ,猴子很聪明。Khỉ rất thông minh.
厚,hòu,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,hậu,dày,书很厚。Sách rất dày.
后悔,hòuhuǐ,to regret; to repent,hậu hối,hối hận,我很后悔。Tôi rất hối hận.
后来,hòulái,afterwards; later,hậu lai,sau này/về sau,后来怎么了？Sau đó thế nào?
后面,hòumian,rear; back; behind; later; afterwards,hậu diện,phía sau,学校后面有商店。Sau trường có cửa hàng.
忽然,hūrán,suddenly; all of a sudden,hốt nhiên,đột nhiên/bỗng nhiên,天气忽然变了。Thời tiết đột nhiên thay đổi.
护士,hùshi,nurse; CL:個|个[gè],hộ sĩ,y tá,她是护士。Cô ấy là y tá.
护照,hùzhào,passport; CL:本[běn];個|个[gè],hộ chiếu,hộ chiếu,带上护照。Mang theo hộ chiếu.
互相,hùxiāng,each other; mutually; mutual,hỗ tương,lẫn nhau,互相帮助。Giúp đỡ lẫn nhau.
花,huā,flower; blossom; fancy pattern; CL:朵[duǒ];支[zhī];束[shù];把[bǎ];盆[pén];簇[cù]; to spend (money; time); surname Hua,hoa,hoa,这朵花很漂亮。Bông hoa này rất đẹp.
花园,huāyuán,garden; CL:座[zuò];個|个[gè],hoa viên,vườn hoa,花园里有很多花。Trong vườn có nhiều hoa.
画,huà,to draw; picture; painting; CL:幅[fú];張|张[zhāng],họa,vẽ/tranh,我喜欢画画。Tôi thích vẽ.
怀疑,huáiyí,to doubt; to suspect; doubt; suspicion; skeptical,hoài nghi,nghi ngờ,我怀疑他。Tôi nghi ngờ anh ấy.
坏,huài,bad; spoiled; broken; to break down,hoại,hỏng/xấu,电脑坏了。Máy tính hỏng rồi.
欢迎,huānyíng,to welcome; welcome,hoan nghênh,hoan nghênh,欢迎你！Chào mừng bạn!
还,huán,to pay back; to return; surname Huan,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
环境,huánjìng,environment; circumstances; surroundings; CL:個|个[gè]; ambient,hoàn cảnh,môi trường,环境很好。Môi trường rất tốt.
换,huàn,change; exchange,hoán,đổi/thay,换钱。Đổi tiền.
黄,huáng,yellow; pornographic; to fall through,hoàng,vàng/màu vàng,黄色的花。Hoa màu vàng.
回,huí,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),hồi,về,我回家。Tôi về nhà.
回答,huídá,to reply; to answer; the answer; CL:個|个[gè],hồi đáp,trả lời,请回答我的问题。Hãy trả lời câu hỏi của tôi.
回忆,huíyì,to recall; recollection; CL:個|个[gè],hồi ức,hồi ức/nhớ lại,回忆过去。Nhớ lại quá khứ.
会,huì,can; be possible; be able to; will; be likely to; be sure to; to assemble; to meet; to gather; to see; union; group; association; CL:個|个[gè]; a moment (Taiwan pr. for this sense is huǐ),hội,biết/có thể,我会说中文。Tôi biết nói tiếng Trung.
会议,huìyì,meeting; conference; CL:場|场[chǎng];屆|届[jiè],hội nghị,hội nghị/cuộc họp,开会议。Họp.
活动,huódòng,to exercise; to move about; to operate; activity; loose; shaky; active; movable; maneuver; to use connections; CL:項|项[xiàng];個|个[gè],hoạt động,hoạt động,参加活动。Tham gia hoạt động.
活泼,huópo,lively; vivacious; brisk; active,hoạt bát,hoạt bát/sôi nổi,孩子很活泼。Trẻ em rất sôi nổi.
火,huǒ,fire; CL:把[bǎ],hỏa,lửa,小心火。Cẩn thận lửa.
火车站,huǒchēzhàn,train station,hỏa xa trạm,ga tàu,我们在火车站见。Chúng ta gặp ở ga tàu.
获得,huòdé,to obtain; to receive; to get,hoạch đắc,đạt được/giành được,获得成功。Giành được thành công.
或者,huòzhě,or; possibly; maybe; perhaps,hoặc giả,hoặc là/hay,你或者他。Bạn hoặc anh ấy.
机场,jīchǎng,airport; airfield; CL:家[jiā];處|处[chù],cơ trường,sân bay,我在机场。Tôi ở sân bay.
机会,jīhuì,opportunity; chance; occasion; CL:個|个[gè],cơ hội,cơ hội,这是好机会。Đây là cơ hội tốt.
基础,jīchǔ,base; foundation; basis; underlying; CL:個|个[gè],cơ sở,cơ sở/nền tảng,基础知识。Kiến thức cơ bản.
鸡蛋,jīdàn,(chicken) egg; hen's egg; CL:個|个[gè];打[dá],kê đản,trứng gà,吃鸡蛋。Ăn trứng.
激动,jīdòng,to excite; to agitate; exciting,kích động,xúc động/kích động,我很激动。Tôi rất xúc động.
几乎,jīhū,almost; nearly; practically,cơ hồ,hầu như/gần như,几乎没有人。Hầu như không có người.
积极,jījí,active; energetic; vigorous; positive (outlook); proactive,tích cực,tích cực,积极参加。Tích cực tham gia.
积累,jīlěi,to accumulate; accumulation; cumulative; cumulatively,tích lũy,tích lũy,积累经验。Tích lũy kinh nghiệm.
极,jí,extremely; pole (geography; physics); utmost; top,cực,cực/rất,极了。Cực kỳ.
极其,jíqí,extremely,cực kỳ,cực kỳ,极其重要。Cực kỳ quan trọng.
集合,jíhé,a congregation; to gather; a set,tập hợp,tập hợp,在这里集合。Tập hợp ở đây.
及时,jíshí,in time; promptly; without delay; timely,cập thì,kịp thời,及时到达。Đến kịp thời.
即使,jíshǐ,even if; even though; given that,tức sử,ngay cả khi/dù,即使下雨我也去。Dù mưa tôi cũng đi.
几,jǐ,how much; how many; several; a few,kỷ,mấy,你几岁？Bạn mấy tuổi?
寄,jì,to live (in a house); to lodge; to mail; to send; to entrust; to depend,kí,gửi,寄信。Gửi thư.
记得,jìde,to remember,kí đắc,nhớ,我记得他。Tôi nhớ anh ấy.
记者,jìzhě,reporter; journalist; CL:個|个[gè],kí giả,phóng viên,他是记者。Anh ấy là phóng viên.
计划,jìhuà,plan; project; program; to plan; to map out; CL:個|个[gè];項|项[xiàng],kế hoạch,kế hoạch,制定计划。Lập kế hoạch.
季节,jìjié,time; season; period; CL:個|个[gè],quý tiết,mùa,春季是好季节。Mùa xuân là mùa đẹp.
既然,jìrán,since; as; this being the case,ký nhiên,đã...thì,既然来了就坐吧。Đã đến rồi thì ngồi đi.
技术,jìshù,technology; technique; skill; CL:門|门[mén];種|种[zhǒng];項|项[xiàng],kỹ thuật,kỹ thuật,学习技术。Học kỹ thuật.
继续,jìxù,to continue; to proceed with; to go on with,kế tục,tiếp tục,继续学习。Tiếp tục học.
家,jiā,home; family; classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for specialists in some activity such as musician or revolutionary; corresponds to English -ist; -er; -ary or -ian; surname Jia; CL:個|个[gè],gia,nhà,我家在河内。Nhà tôi ở Hà Nội.
家具,jiājù,furniture; CL:件[jiàn];套[tào],gia cụ,đồ nội thất,买家具。Mua đồ nội thất.
加班,jiābān,to work overtime,gia ban,làm thêm giờ,今天要加班。Hôm nay phải làm thêm giờ.
加油站,jiāyóuzhàn,gas station,gia du trạm,trạm xăng,去加油站。Đi trạm xăng.
假,jiǎ,fake; false; artificial; to borrow; if; suppose,giả,giả/nghỉ,真假难辨。Khó phân biệt thật giả.
价格,jiàgé,price; CL:個|个[gè],giá cách,giá cả,价格便宜。Giá rẻ.
坚持,jiānchí,to continue upholding; to remain committed to; persistence; to persist; to uphold; to insist on; persevere,kiên trì,kiên trì,坚持学习。Kiên trì học tập.
检查,jiǎnchá,inspection; to examine; to inspect; CL:次[cì],kiểm tra,kiểm tra,医生检查身体。Bác sĩ khám sức khỏe.
简单,jiǎndān,simple; not complicated,giản đơn,đơn giản,这很简单。Cái này rất đơn giản.
减肥,jiǎnféi,to lose weight,giảm phì,giảm cân,我要减肥。Tôi muốn giảm cân.
减少,jiǎnshǎo,to lessen; to decrease; to reduce; to lower,giảm thiểu,giảm,减少污染。Giảm ô nhiễm.
件,jiàn,item; component; classifier for events; things; clothes etc,kiện,chiếc/cái,一件衣服。Một cái áo.
健康,jiànkāng,health; healthy,kiện khang,sức khỏe/khỏe mạnh,祝你健康。Chúc bạn khỏe mạnh.
见面,jiànmiàn,to meet; to see sb; CL:次[cì],kiến diện,gặp mặt,我们见面吧。Chúng ta gặp mặt nhé.
将来,jiānglái,in the future; future; the future; CL:個|个[gè],tương lai,tương lai,将来我想当老师。Tương lai tôi muốn làm giáo viên.
讲,jiǎng,to speak; to explain; to negotiate; to emphasise; to be particular about; as far as sth is concerned; speech; lecture,giảng,nói/giảng,老师讲课。Giáo viên giảng bài.
奖金,jiǎngjīn,premium; award money; a bonus,thưởng kim,tiền thưởng,得到奖金。Nhận tiền thưởng.
降低,jiàngdī,to reduce; to lower; to bring down,giáng đê,hạ thấp/giảm,降低价格。Giảm giá.
教,jiāo,to teach,giáo,dạy,老师教我们汉语。Giáo viên dạy chúng tôi tiếng Trung.
交,jiāo,to hand over; to deliver; to pay (money); to turn over; to make friends; to intersect (lines),giao,nộp/giao,交作业。Nộp bài.
交流,jiāoliú,exchange; give-and-take; to exchange; to alternate; communication; alternating current (electricity),giao lưu,giao lưu,文化交流。Giao lưu văn hóa.
交通,jiāotōng,to be connected; traffic; communications; liaison,giao thông,giao thông,交通方便。Giao thông thuận lợi.
骄傲,jiāoào,arrogant; full of oneself; conceited; proud of sth; CL:個|个[gè],kiêu ngạo,tự hào/kiêu ngạo,我很骄傲。Tôi rất tự hào.
角,jiǎo,angle; corner; horn; horn-shaped; unit of money equal to 0.1 yuan; CL:個|个[gè],giác,góc/hào (tiền),一角钱。Một hào.
脚,jiǎo,foot; leg; base; kick; CL:雙|双[shuāng];隻|只[zhī],cước,chân,我的脚疼。Chân tôi đau.
饺子,jiǎozi,dumpling; pot-sticker; CL:個|个[gè];隻|只[zhī],giảo tử,bánh bao/sủi cảo,吃饺子。Ăn bánh bao.
叫,jiào,to shout; to call; to order; to ask; to be called; by (indicates agent in the passive mood),khiếu,gọi là,我叫明。Tôi tên là Minh.
教室,jiàoshì,classroom; CL:間|间[jiān],giáo thất,phòng học,我们在教室学习。Chúng tôi học trong lớp.
教授,jiàoshòu,professor; to instruct; to lecture on; CL:個|个[gè];位[wèi],giáo thụ,giáo sư,他是教授。Anh ấy là giáo sư.
教育,jiàoyù,to educate; to teach; education,giáo dục,giáo dục,教育孩子。Giáo dục trẻ em.
接,jiē,to receive; to answer (the phone); to meet or welcome sb; to connect; to catch; to join; to extend; to take one's turn on duty; take over for sb,tiếp,đón/nhận,我去接他。Tôi đi đón anh ấy.
接受,jiēshòu,to accept; to receive,tiếp thụ,chấp nhận,接受建议。Chấp nhận đề nghị.
街道,jiēdào,street; CL:條|条[tiáo],nhai đạo,đường phố,街道很干净。Đường phố rất sạch.
结果,jiēguǒ,to bear fruit; CL:個|个[gè],kết quả,kết quả,考试结果。Kết quả thi.
结婚,jiéhūn,to marry; to get married; CL:次[cì],kết hôn,kết hôn,他们结婚了。Họ kết hôn rồi.
结束,jiéshù,termination; to finish; to end; to conclude; to close,kết thúc,kết thúc,比赛结束了。Trận đấu kết thúc rồi.
