Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
公正,gōngzhèng,just; fair; equitable,công chính,công bằng/공정,公正判决。Phán quyết công bằng.
公证,gōngzhèng,notarization; notarized; acknowledgement,công chứng,công chứng/공증,公证处。Văn phòng công chứng.
公主,gōngzhǔ,princess,công chúa,công chúa,美丽公主。Công chúa xinh đẹp.
工资,gōngzī,wages; pay; CL:個|个[gè];份[fèn];月[yuè],công tư,lương,我的工资。Lương của tôi.
工作,gōngzuò,job; work; construction; task; CL:個|个[gè];份[fèn];項|项[xiàng],công tác,làm việc,我在学校工作。Tôi làm việc ở trường.
巩固,gǒnggù,to consolidate; consolidation; to strengthen,củng cố,củng cố/공고,巩固国防。Củng cố quốc phòng.
共和国,gònghéguó,republic,cộng hòa quốc,nước cộng hòa,中华人民共和国。Cộng hòa Nhân dân Trung Hoa.
共计,gòngjì,to sum up to; to total,cộng kế,tổng cộng/합계,共计一百。Tổng cộng một trăm.
共鸣,gòngmíng,physical resonance; sympathetic response to sth,cộng minh,cộng hưởng/공명,产生共鸣。Tạo ra cộng hưởng.
共同,gòngtóng,common; joint; jointly; together; collaborative,cộng đồng,chung,共同努力。Cùng nhau nỗ lực.
贡献,gòngxiàn,to contribute; to dedicate; to devote; contribution; CL:個|个[gè],cống hiến,cống hiến/đóng góp,做贡献。Cống hiến.
勾结,gōujié,to collude with; to collaborate with; to gang up with,câu kết,câu kết/공모,勾结坏人。Câu kết với kẻ xấu.
沟通,gōutōng,communicate,câu thông,giao tiếp/kết nối,沟通交流。Giao tiếp trao đổi.
钩子,gōuzi,hook,câu tử,móc/갈고리,挂钩子。Treo móc.
狗,gǒu,dog; CL:隻|只[zhī];條|条[tiáo],cẩu,chó,我有一只狗。Tôi có một con chó.
够,gòu,to reach; to be enough,cấu,đủ,钱够了。Đủ tiền rồi.
构成,gòuchéng,to constitute; to form; to compose; to make up; to configure (computing),cấu thành,cấu thành,构成威胁。Cấu thành nguy hiểm.
构思,gòusī,to outline a story; to make a preliminary sketch,cấu tư,cấu tưởng/구상,构思情节。Cấu tưởng tình tiết.
购物,gòuwù,shopping,cấu vật,mua sắm,去购物。Đi mua sắm.
孤单,gūdān,lone; lonely; loneliness,cô đơn,cô đơn,我很孤单。Tôi rất cô đơn.
孤独,gūdú,lonely; solitary,cô độc,cô đơn/고독,感到孤独。Cảm thấy cô đơn.
辜负,gūfù,to fail to live up (to expectations); unworthy (of trust); to let down; to betray (hopes); to disappoint,cô phụ,phụ lòng/저버리다,辜负期望。Phụ lòng mong đợi.
姑姑,gūgū,paternal aunt; CL:個|个[gè],cô cô,cô (con gái bác),我姑姑。Cô tôi.
估计,gūjì,to estimate; to reckon; CL:個|个[gè],cổ kế,ước tính/dự tính,我估计他会来。Tôi ước tính anh ấy sẽ đến.
孤立,gūlì,isolate; isolated,cô lập,cô lập/고립,孤立无援。Cô lập không được giúp.
姑娘,gūniáng,girl; young woman; young lady; daughter; CL:個|个[gè],cô nương,cô gái,漂亮姑娘。Cô gái xinh đẹp.
姑且,gūqiě,temporarily; the time being; for the moment; provisional; tentatively,cô thả,tạm thời/우선,姑且不论。Tạm thời không bàn.
古代,gǔdài,ancient times; olden times,cổ đại,cổ đại/thời cổ,古代历史。Lịch sử cổ đại.
古典,gǔdiǎn,classical,cổ điển,cổ điển,古典音乐。Âm nhạc cổ điển.
股东,gǔdōng,shareholder; stockholder,cổ đông,cổ đông/주주,公司股东。Cổ đông công ty.
古董,gǔdǒng,curio; antique,cổ đổng,đồ cổ/골동품,收藏古董。Sưu tầm đồ cổ.
鼓动,gǔdòng,to agitate; to arouse; to instigate; to encite,cổ động,kích động/선동,鼓动群众。Kích động quần chúng.
股份,gǔfèn,a share (in a company); stock,cổ phần,cổ phần/주식,持有股份。Nắm giữ cổ phần.
骨干,gǔgàn,diaphysis (long segment of a bone); fig. backbone,cốt cán,cốt cán/골간,业务骨干。Cốt cán nghiệp vụ.
古怪,gǔguài,eccentric; grotesque; oddly; queer,cổ quái,kỳ quặc/기묘,行为古怪。Hành vi kỳ quặc.
古老,gǔlǎo,ancient; old; age-old,cổ lão,cổ kính/cổ xưa,古老建筑。Kiến trúc cổ.
鼓励,gǔlì,to encourage,cổ lệ,khuyến khích/cổ vũ,老师鼓励我们。Giáo viên khuyến khích chúng tôi.
股票,gǔpiào,share; stock (market),cổ phiếu,cổ phiếu,买股票。Mua cổ phiếu.
骨头,gǔtou,bone; strong character; CL:根[gēn];塊|块[kuài],cốt đầu,xương,骨头汤。Canh xương.
鼓舞,gǔwǔ,heartening (news); boost (morale); CL:個|个[gè],cổ vũ,cổ vũ/khích lệ,鼓舞人心。Cổ vũ lòng người.
鼓掌,gǔzhǎng,to applaud; to clap,cổ chưởng,vỗ tay,大家鼓掌。Mọi người vỗ tay.
固定,gùdìng,fixed; set; regular,cố định,cố định,固定时间。Thời gian cố định.
顾客,gùkè,client; customer; CL:位[wèi],cố khách,khách hàng,欢迎顾客。Chào mừng khách hàng.
顾虑,gùlǜ,misgivings; apprehensions,cố lự,lo lắng/고려,没有顾虑。Không có lo lắng.
固然,gùrán,admittedly (it's true that...),cố nhiên,dĩ nhiên/물론,这固然重要。Điều này dĩ nhiên quan trọng.
故事,gùshì,story; tale; narrative,cố sự,câu chuyện,讲故事。Kể chuyện.
固体,gùtǐ,solid,cố thể,chất rắn,固体状态。Trạng thái rắn.
顾问,gùwèn,adviser; consultant,cố vấn,cố vấn/고문,法律顾问。Cố vấn pháp luật.
故乡,gùxiāng,home; homeland; native place; CL:個|个[gè],cố hương,quê hương/고향,思念故乡。Nhớ quê hương.
故意,gùyì,deliberately; on purpose,cố ý,cố ý,他故意这样做。Anh ấy cố ý làm như vậy.
雇佣,gùyōng,to employ; to hire,cố dung,thuê mướn,雇佣工人。Thuê công nhân.
固有,gùyǒu,intrinsic to sth; inherent; native,cố hữu,vốn có/고유,固有特色。Đặc sắc vốn có.
故障,gùzhàng,malfunction; breakdown; defect; shortcoming; fault; failure; impediment; error; bug (in software),cố chướng,sự cố/고장,机器故障。Máy hỏng.
固执,gùzhí,persistent; stubborn,cố chấp,cố chấp/완고,性格固执。Tính cố chấp.
刮风,guāfēng,to be windy,quát phong,gió thổi,今天刮风。Hôm nay có gió.
挂,guà,to hang or suspend (from a hook etc); (of a telephone call) to hang up; to be worried or concerned; to make a phone call (topolect); to register or record; to hitch; classifier for sets or clusters of objects,quải,treo/gác máy,挂电话。Gác máy.
挂号,guàhào,to register (a letter etc),quải hiệu,đăng ký/gửi bảo đảm,挂号信。Thư bảo đảm.
乖,guāi,(of a child) obedient; well-behaved; clever; shrewd; alert; perverse; contrary to reason; irregular; abnormal,quải,ngoan,很乖。Rất ngoan.
拐弯,guǎiwān,to go round a curve; to turn a corner; fig. a new direction,quải loan,rẽ/quẹo,往右拐弯。Rẽ phải.
拐杖,guǎizhàng,crutches; crutch; walking stick,quải trượng,gậy/지팡이,拄拐杖。Chống gậy.
怪不得,guàibùdé,lit. you can't blame it!; no wonder!; so that's why!,quái bất đắc,bảo sao/không lạ gì,怪不得！Bảo sao!
关,guān,mountain pass; to close; to shut; to turn off; to concern; to involve,quan,đóng,关门。Đóng cửa.
官,guān,official; government; organ of body; CL:個|个[gè],quan,quan chức/viên chức,当官。Làm quan.
关闭,guānbì,to close; to shut,quan bế,đóng lại/tắt,关闭窗户。Đóng cửa sổ.
观察,guānchá,to observe; to watch; to survey; to examine; observation; view; perspective; CL:個|个[gè],quan sát,quan sát,观察现象。Quan sát hiện tượng.
观点,guāndiǎn,point of view; viewpoint; standpoint; CL:個|个[gè],quan điểm,quan điểm,不同观点。Quan điểm khác nhau.
官方,guānfāng,official; (by the) government,quan phương,chính thức/공식,官方声明。Tuyên bố chính thức.
观光,guānguāng,to tour; sightseeing; tourism,quan quang,tham quan/관광,观光旅游。Du lịch tham quan.
关怀,guānhuái,care; solicitude; to show care for; concerned about; attentive to,quan hoài,quan tâm/chăm sóc,关怀备至。Quan tâm chu đáo.
关键,guānjiàn,crucial point; crux; CL:個|个[gè]; key; crucial; pivotal,quan kiện,then chốt/quan trọng,关键问题。Vấn đề then chốt.
观念,guānniàn,notion; thought; concept; sense; views; ideology; general impressions,quan niệm,quan niệm,思想观念。Quan niệm tư tưởng.
关系,guānxì,relation; relationship; to concern; to affect; to have to do with; guanxi; CL:個|个[gè],quan hệ,quan hệ/mối quan hệ,我们的关系很好。Quan hệ của chúng tôi rất tốt.
关心,guānxīn,to care for sth; caring; concerned,quan tâm,quan tâm,他很关心我。Anh ấy rất quan tâm tôi.
关于,guānyú,pertaining to; concerning; regarding; with regards to; about; a matter of,quan ư,về/liên quan đến,关于这个问题。Về vấn đề này.
关照,guānzhào,to take care; to keep an eye on; to look after; to tell; to remind,quan chiếu,quan tâm/돌보다,多多关照。Quan tâm nhiều.
观众,guānzhòng,spectators; audience; visitors (to an exhibition etc),quan chúng,khán giả,观众很多。Khán giả rất đông.
管理,guǎnlǐ,to supervise; to manage; to administer; management; administration; CL:個|个[gè],quản lí,quản lý,管理公司。Quản lý công ty.
管辖,guǎnxiá,to administer; to have jurisdiction (over),quản hạt,quản할/관할,管辖范围。Phạm vi quản lý.
管子,guǎnzi,tube; pipe; drinking straw; CL:根[gēn],quản tử,ống,水管子。Ống nước.
罐,guàn,can; jar; pot,quán,hộp/깡통,罐头。Đồ hộp.
贯彻,guànchè,to implement; to put into practice; to carry out,quán triệt,thực hiện/관철,贯彻政策。Thực hiện chính sách.
灌溉,guàngài,to irrigate,quán khái,tưới/관개,灌溉农田。Tưới ruộng.
冠军,guànjūn,champion; CL:個|个[gè],quán quân,quán quân/vô địch,获得冠军。Giành quán quân.
惯例,guànlì,conventional,quán lệ,thông lệ/관례,国际惯例。Thông lệ quốc tế.
罐头,guàntou,tin; can; CL:個|个[gè],quán đầu,đồ hộp,吃罐头。Ăn đồ hộp.
光,guāng,light; ray; CL:道[dào]; bright; only; merely; to use up,quang,sáng/ánh sáng,阳光很好。Ánh sáng mặt trời rất tốt.
光彩,guāngcǎi,luster; splendor; radiance; brilliance,quang thái,rạng rỡ/광채,面有光彩。Mặt mày rạng rỡ.
光滑,guānghuá,glossy; sleek; smooth,quang hoạt,nhẵn/trơn,很光滑。Rất trơn.
光辉,guānghuī,radiance; glory; brilliant; magnificent,quang huy,huy hoàng/광휘,光辉历史。Lịch sử huy hoàng.
光临,guānglín,(honorific) Welcome!; You honor us with your presence.; It is an honor to have you.,quang lâm,quang lâm/đến thăm,欢迎光临。Hoan nghênh quang lâm.
光芒,guāngmáng,rays of light; brilliant rays; radiance,quang mang,ánh sáng/광망,发出光芒。Phát ra ánh sáng.
光明,guāngmíng,light; illumination; radiance (esp. glory of Buddha etc); fig. bright prospect; openhearted,quang minh,sáng sủa/tươi sáng,前途光明。Tương lai tươi sáng.
光盘,guāngpán,compact disc; CD or DVD; CD ROM; CL:片[piàn];張|张[zhāng],quang bàn,đĩa quang/CD,刻光盘。Ghi đĩa.
光荣,guāngróng,honor and glory; CL:個|个[gè],quang vinh,vinh quang/vẻ vang,很光荣。Rất vẻ vang.
广播,guǎngbō,broadcast; widely spread; CL:個|个[gè],quảng bá,phát thanh/quảng bá,听广播。Nghe phát thanh.
广场,guǎngchǎng,a public square (e.g. Tiananmen Square); plaza; CL:個|个[gè],quảng trường,quảng trường,天安门广场。Quảng trường Thiên An Môn.
广大,guǎngdà,(of an area) vast or extensive; large-scale; widespread; (of people) numerous,quảng đại,rộng lớn/quảng đại,广大群众。Quần chúng rộng lớn.
广泛,guǎngfàn,extensive; wide range,quảng phiếm,rộng rãi/phổ biến,广泛应用。Ứng dụng rộng rãi.
广告,guǎnggào,to advertise; a commercial; advertisement; CL:項|项[xiàng],quảng cáo,quảng cáo,做广告。Làm quảng cáo.
广阔,guǎngkuò,wide; vast,quảng khoát,rộng lớn/광활,视野广阔。Tầm nhìn rộng lớn.
逛,guàng,to stroll; to visit,cuống,đi dạo/dạo chơi,逛街。Đi dạo phố.
规定,guīdìng,provision; to fix; to set; to formulate; to stipulate; to provide; regulation; rule; CL:個|个[gè],quy định,quy định,遵守规定。Tuân thủ quy định.
规范,guīfàn,norm; standard; specification; regulation; rule; within the rules; to fix rules; to regulate; to specify,quy phạm,quy phạm/규범,行为规范。Quy phạm hành vi.
规格,guīgé,standard; norm; specification,quy cách,tiêu chuẩn/규격,产品规格。Tiêu chuẩn sản phẩm.
归根到底,guīgēndàodǐ,(saying) to sum it up...,quy căn đáo để,xét cho cùng,归根到底还是钱的问题。Xét cho cùng vẫn là vấn đề tiền.
规划,guīhuà,plan; program,quy hoạch,quy hoạch/규획,城市规划。Quy hoạch thành phố.
归还,guīhuán,to return sth; to revert,quy hoàn,trả lại/반환,归还书籍。Trả lại sách.
规矩,guījǔ,lit. compass and set square; fig. established standard; rule; customs; practices; fig. upright and honest; well-behaved,qui củ,quy củ/nề nếp,守规矩。Giữ quy củ.
规律,guīlǜ,rule (e.g. of science); law of behavior; regular pattern; rhythm; discipline,qui luật,quy luật,自然规律。Quy luật tự nhiên.
规模,guīmó,scale; scope; extent; CL:個|个[gè],qui mô,quy mô,大规模。Quy mô lớn.
归纳,guīnà,to sum up; to summarize; to conclude from facts; induction (method of deduction in logic),quy nạp,tổng kết/귀납,归纳总结。Tổng kết quy nạp.
规则,guīzé,rule; regulation; rules and regulations,qui tắc,quy tắc,遵守规则。Tuân thủ quy tắc.
规章,guīzhāng,rule; regulation,quy chương,quy định/규정,规章制度。Quy chương chế độ.
轨道,guǐdào,orbit; railway or tram line; fig. conventional way of thinking,quỹ đạo,quỹ đạo/궤도,卫星轨道。Quỹ đạo vệ tinh.
贵,guì,expensive; noble; your (name); precious,quý,đắt,太贵了！Đắt quá!
跪,guì,kneel,quỳ,quỳ/무릎,跪下。Quỳ xuống.
柜台,guìtái,sales counter; front desk; bar,quỹ đài,quầy,服务柜台。Quầy phục vụ.
贵族,guìzú,lord; nobility; nobleman; noblewoman; aristocrat; aristocracy,quý tộc,quý tộc/귀족,贵族阶级。Giai cấp quý tộc.
滚,gǔn,to boil; to roll; get lost (imperative); take a hike,cổn,lăn/sôi,滚开水。Nước sôi.
棍棒,gùnbàng,club,côn bổng,gậy/몽둥이,拿棍棒。Cầm gậy.
锅,guō,pot; pan; boiler; CL:口[kǒu];隻|只[zhī],qua,nồi/chảo,炒锅。Chảo xào.
国防,guófáng,national defense,quốc phòng,quốc phòng/국방,加强国防。Tăng cường quốc phòng.
国籍,guójí,nationality,quốc tịch,quốc tịch,中国国籍。Quốc tịch Trung Quốc.
国际,guójì,international,quốc tế,quốc tế,国际学校。Trường quốc tế.
国家,guójiā,country; nation; state; CL:個|个[gè],quốc gia,quốc gia/đất nước,中国是一个大国家。Trung Quốc là đất nước lớn.
国庆节,guóqìngjié,PRC National Day (October 1st),quốc khánh tiết,ngày quốc khánh,庆祝国庆节。Kỷ niệm ngày Quốc khánh.
国务院,guówùyuàn,State Council (PRC); State Department (USA),quốc vụ viện,Quốc vụ viện,国务院会议。Hội nghị Quốc vụ viện.
果断,guǒduàn,firm; decisive,quả đoán,quả quyết/果敢,行动果断。Hành động quả quyết.
果然,guǒrán,really; sure enough; as expected,quả nhiên,quả nhiên,果然如此。Quả nhiên như vậy.
果实,guǒshí,fruit; gains,quả thực,quả/trái cây,丰收果实。Quả thu hoạch.
果汁,guǒzhī,fruit juice,quả chấp,nước ép trái cây,我喝果汁。Tôi uống nước ép.
过,guò,to pass (time); to celebrate (a holiday); to live; to get along,quá,(trợ từ),我去过北京。Tôi đã đến Bắc Kinh.
过程,guòchéng,course of events; process; CL:個|个[gè],quá trình,quá trình,学习过程。Quá trình học tập.
过度,guòdù,excessive; over-; excess; going too far; extravagant; intemperate; overdue,quá độ,quá mức/과도,过度疲劳。Mệt mỏi quá mức.
过渡,guòdù,to cross over (by ferry); transition; interim; caretaker (administration),quá độ,chuyển tiếp/과도,过渡时期。Thời kỳ chuyển tiếp.
过分,guòfèn,excessive; undue; overly,quá phận,quá đáng,太过分。Quá đáng.
过奖,guòjiǎng,to over-praise; to flatter,quá tưởng,khen quá/过찬,您过奖了。Ông khen quá rồi.
过滤,guòlǜ,to filter; filter,quá lự,lọc/여과,过滤水。Lọc nước.
过敏,guòmǐn,to be allergic; allergy,quá mẫn,dị ứng,皮肤过敏。Da dị ứng.
过期,guòqī,to be overdue; to exceed the time limit; to expire (as in expiration date),quá kỳ,quá hạn,过期食品。Thực phẩm quá hạn.
过去,guòqù,(in the) past; former; previous; to go over; to pass by,quá khứ,quá khứ/trước đây,过去我住在这儿。Trước đây tôi ở đây.
过失,guòshī,defect; fault,quá thất,lỗi lầm/과실,工作过失。Lỗi lầm công việc.
过问,guòwèn,to show an interest in; to get involved with,quá vấn,hỏi han/간섭,不要过问。Đừng hỏi han.
过瘾,guòyǐn,to satisfy a craving; to get a kick out of sth; gratifying; immensely enjoyable; satisfying; fulfilling,quá ẩn,thỏa mãn/시원하다,打球过瘾。Đá bóng thỏa mãn.
过于,guòyú,too much; excessively,quá ư,quá/지나치다,过于紧张。Quá căng thẳng.
过,guò,(experienced action marker); to cross; to go over,quá,(trợ từ),我去过北京。Tôi đã đến Bắc Kinh.
哈,hā,laughter; yawn; abbr. for Kazakhstan,hạ,ha/cười,哈哈。Ha ha.
嗨,hāi,oh alas; hey!; hi! (loanword),hãi,(thán từ),嗨;别提了。Ôi
还,hái,still; still in progress; still more; yet; even more; in addition; fairly; passably (good); as early as; even; also; else,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
还是,háishì,or; still; nevertheless,hoàn thị,hay là,你去还是我去？Bạn đi hay tôi đi?
孩子,háizi,child,hài tử,đứa trẻ,孩子们在玩。Trẻ con đang chơi.
海拔,hǎibá,height above sea level; elevation,hải bạt,độ cao/해발,海拔高度。Độ cao so với mực nước biển.
海滨,hǎibīn,shore; seaside,hải tân,bờ biển/해변,海滨城市。Thành phố ven biển.
海关,hǎiguān,customs (i.e. border crossing inspection); CL:個|个[gè],hải quan,hải quan,过海关。Qua hải quan.
海鲜,hǎixiān,seafood,hải tiên,hải sản,吃海鲜。Ăn hải sản.
海洋,hǎiyáng,ocean; CL:個|个[gè],hải dương,đại dương,保护海洋。Bảo vệ đại dương.
害怕,hàipà,to be afraid; to be scared,hại phạ,sợ/sợ hãi,我害怕黑。Tôi sợ tối.
害羞,hàixiū,blush; shy,hại tu,xấu hổ/ngượng,她很害羞。Cô ấy rất ngượng.
含糊,hánhú,obscurity; vague,hàm hồ,mơ hồ/애매,说话含糊。Nói mơ hồ.
寒假,hánjià,winter vacation,hàn giả,nghỉ đông,放寒假。Nghỉ đông.
寒暄,hánxuān,exchanging conventional greetings; to talk about the weather,hàn huyên,chào hỏi xã giao/인사,寒暄几句。Chào hỏi vài câu.
含义,hányì,meaning (implicit in a phrase); implied meaning; hidden meaning; hint; connotation,hàm nghĩa,ý nghĩa/함의,深刻含义。Ý nghĩa sâu sắc.
喊,hǎn,call; cry; to shout,hãn,hét/kêu,大声喊。Hét to.
罕见,hǎnjiàn,rare; rarely seen,hãn kiến,hiếm thấy/드물다,罕见疾病。Bệnh hiếm.
汗,hàn,perspiration; sweat; CL:滴[dī];頭|头[tóu];身[shēn]; Khan (Persian or Mongol king or emperor); Khan (name); to be speechless (out of helplessness; embarrassment etc) (Internet slang used as an interjection),hãn,mồ hôi,出汗了。Đổ mồ hôi rồi.
捍卫,hànwèi,defend; uphold; safeguard,hãn vệ,bảo vệ/수호,捍卫主权。Bảo vệ chủ quyền.
汉语,hànyǔ,Chinese language; CL:門|门[mén],Hán ngữ,tiếng Trung,我学习汉语。Tôi học tiếng Trung.
航班,hángbān,scheduled flight; flight number; plane; scheduled sailing; sailing number; passenger ship,hàng ban,chuyến bay,航班延误了。Chuyến bay bị trễ.
航空,hángkōng,aviation,hàng không,hàng không/항공,航空公司。Công ty hàng không.
行列,hángliè,procession,hàng liệt,hàng ngũ/행렬,加入行列。Tham gia hàng ngũ.
航天,hángtiān,space flight,hàng thiên,hàng không vũ trụ/우주,航天技术。Công nghệ hàng không vũ trụ.
航行,hángxíng,to sail; to fly; to navigate,hàng hành,hành hải/항해,航行在海上。Hành hải trên biển.
行业,hángyè,industry; business,hàng nghiệp,ngành/nghề,服务行业。Ngành dịch vụ.
豪华,háohuá,luxurious,hào hoa,sang trọng/xa hoa,豪华酒店。Khách sạn sang trọng.
豪迈,háomài,bold; open-minded; heroic,hào mại,hào hùng/호방,气概豪迈。Khí phách hào hùng.
毫米,háomǐ,millimeter,hào mễ,milimét/밀리미터,三毫米。Ba milimét.
毫无,háowú,not in the least; none whatsoever; completely without,hào vô,hoàn toàn không/전혀,毫无疑问。Hoàn toàn không nghi ngờ.
好,hǎo,good; well; proper; good to; easy to; very; so; (suffix indicating completion or readiness),hảo,tốt,今天天气很好。Hôm nay thời tiết rất tốt.
好吃,hǎochī,tasty; delicious,hảo xích,ngon,这个面条很好吃。Mì này ngon lắm.
好处,hǎochù,benefit; advantage; gain; profit; also pronounced hǎo chù; CL:個|个[gè],hảo xứ,lợi ích,有好处。Có lợi ích.
好像,hǎoxiàng,as if; to seem like,hảo tượng,có vẻ như/giống như,好像要下雨。Có vẻ sắp mưa.
号,hào,day of a month; (suffix used after) name of a ship; (ordinal) number,hiệu,số/ngày,今天几号？Hôm nay ngày mấy?
耗费,hàofèi,to waste; to spend; to consume; to squander,hao phí,tiêu tốn/소모,耗费时间。Tiêu tốn thời gian.
好客,hàokè,hospitality; to treat guests well; to enjoy having guests; hospitable; friendly,hiếu khách,hiếu khách/환대,热情好客。Nhiệt tình hiếu khách.
号码,hàomǎ,number; CL:堆[duī];個|个[gè],hiệu mã,số,电话号码。Số điện thoại.
好奇,hàoqí,inquisitive; curious,hiếu kỳ,tò mò/hiếu kỳ,很好奇。Rất tò mò.
号召,hàozhào,to call; to appeal,hiệu triệu,kêu gọi/호소,号召群众。Kêu gọi quần chúng.
喝,hē,to drink; to shout (a command); My goodness!,hát,uống,我喝水。Tôi uống nước.
呵,hē,to scold in a loud voice; to yawn,ha,(thán từ),呵;真冷！Ha
和,hé,and; together with; with; sum; union; peace; harmony; surname He; Japanese related; Taiwan pr.  hàn,hòa,và,我和你。Tôi và bạn.
河,hé,river; CL:條|条[tiáo];道[dào],hà,sông,河水很清。Nước sông rất trong.
和蔼,héǎi,kindly; nice; amiable,hòa ái,hòa nhã/온화,态度和蔼。Thái độ hòa nhã.
何必,hébì,there is no need; why should,hà tất,cần gì/sao phải,何必这样？Sao phải như vậy?
合并,hébìng,to merge; to annex,hợp tính,sát nhập/합병,公司合并。Công ty sát nhập.
合成,héchéng,to compose; to constitute; compound; synthesis; mixture; synthetic,hợp thành,tổng hợp/합성,合成材料。Vật liệu tổng hợp.
合法,héfǎ,lawful; legitimate; legal,hợp pháp,hợp pháp,合法权益。Quyền lợi hợp pháp.
合格,hégé,qualified; meeting a standard; eligible (voter),hợp cách,đạt chuẩn/hợp cách,考试合格。Thi đạt.
合乎,héhū,to accord with; conforming to,hợp hồ,phù hợp/부합,合乎逻辑。Phù hợp logic.
合伙,héhuǒ,to act jointly; to form a partnership,hợp hỏa,hợp tác/합작,合伙经营。Kinh doanh hợp tác.
和解,héjiě,to settle (a dispute out of court); to reconcile; settlement; conciliation; to become reconciled,hòa giải,hòa giải/화해,双方和解。Hai bên hòa giải.
何况,hékuàng,much less; let alone,hà huống,huống chi/huống gì,何况他？Huống chi anh ấy?
合理,hélǐ,rational; reasonable; fair,hợp lý,hợp lý,很合理。Rất hợp lý.
和睦,hémù,peaceful relations; harmonious,hòa mục,hòa thuận/화목,家庭和睦。Gia đình hòa thuận.
和平,hépíng,peace,hoà bình,hoà bình,世界和平。Hoà bình thế giới.
和气,héqì,friendly; polite; amiable,hòa khí,hòa khí/화기,和气待人。Đối xử hòa khí.
合身,héshēn,well-fitting (of clothes),hợp thân,vừa vặn/맞다,衣服合身。Quần áo vừa vặn.
合适,héshì,suitable; fitting; decent; to fit,hợp thích,phù hợp/hợp,这个很合适。Cái này rất hợp.
合算,hésuàn,worthwhile; be a good deal; be a bargain; reckon up; calculate,hợp toán,hợp lý/이득,价格合算。Giá hợp lý.
合同,hétóng,(business) contract; CL:個|个[gè],hợp đồng,hợp đồng,签合同。Ký hợp đồng.
和谐,héxié,harmonious,hòa hài,hòa hợp/화합,社会和谐。Xã hội hòa hợp.
核心,héxīn,core; nucleus,hạch tâm,hạt nhân/cốt lõi,核心问题。Vấn đề cốt lõi.
合影,héyǐng,joint photo; group photo,hợp ảnh,chụp hình chung,一起合影。Chụp hình chung.
盒子,hézi,case,hạp tử,hộp,一盒子。Một cái hộp.
合作,hézuò,to cooperate; to collaborate; to work together; cooperation; CL:個|个[gè],hợp tác,hợp tác,合作愉快。Hợp tác vui vẻ.
黑,hēi,black; dark; abbr. for Heilongjiang 黑龍江|黑龙江 province in northeast China,hắc,màu đen,黑衣服。Quần áo đen.
嘿,hēi,hey,hắc,hey/이봐,嘿;你好！Hey
黑板,hēibǎn,blackboard; CL:塊|块[kuài];個|个[gè],hắc bản,bảng đen,在黑板上写字。Viết chữ lên bảng.
痕迹,hénjì,vestige; mark; trace,ngân tích,vết tích/흔적,留下痕迹。Để lại dấu vết.
很,hěn,(adverb of degree); quite; very; awfully,ngận,rất,我很高兴。Tôi rất vui.
狠心,hěnxīn,callous; heartless,ngận tâm,nhẫn tâm/잔인,太狠心了。Quá nhẫn tâm.
恨,hèn,to hate; to regret,hận,ghét/hận,恨他。Ghét anh ta.
恨不得,hènbùdé,wishing one could do sth; to hate to be unable; itching to do sth; can't wait for; to wish one could do sth; to desire strongly,hận bất đắc,ước ao/간절히,恨不得马上见到他。Ước ao ngay lập tức gặp anh ấy.
哼,hēng,to groan; to snort; to hum; to croon; humph!,hưng,hu hu/흥얼거리다,哼一声。Hu một tiếng.
横,héng,horizontal; across; (horizontal character stroke),hoành,ngang,横线。Đường ngang.
哄,hǒng,roar of laughter (onomatopoeia); hubbub; to roar (as a crowd),hồng,ồn ào/시끄럽다,哄堂大笑。Cả phòng cười ồ.
烘,hōng,to bake; to heat by fire,hồng,nướng/구이,烘干。Nướng khô.
轰动,hōngdòng,sensation; stir,oanh động,gây chấn động/화제,轰动全国。Gây chấn động cả nước.
红,hóng,bonus; popular; red; revolutionary,hồng,màu đỏ,红苹果。Táo đỏ.
红包,hóngbāo,lit. money wrapped in red as a gift; a bonus payment; a kickback; a bribe,hồng bao,bao lì xì,发红包。Phát bao lì xì.
宏观,hóngguān,macro-; macroscopic; holistic,hoành quan,vĩ mô/거시,宏观经济。Kinh tế vĩ mô.
洪水,hóngshuǐ,deluge; flood,hồng thủy,lũ lụt/홍수,洪水泛滥。Lũ lụt tràn lan.
宏伟,hóngwěi,grand; imposing; magnificent,hoành vĩ,hoành tráng/장대,宏伟建筑。Kiến trúc hoành tráng.
喉咙,hóulóng,throat; larynx,hầu lung,cổ họng/목,喉咙疼。Đau cổ họng.
猴子,hóuzi,monkey; CL:隻|只[zhī],hầu tử,khỉ,猴子很聪明。Khỉ rất thông minh.
吼,hǒu,roar or howl of an animal; bellow of rage,hống,gầm/포효,狮子吼。Sư tử gầm.
厚,hòu,thick; deep or profound; kind; generous; rich or strong in flavor; to favor; to stress,hậu,dày,书很厚。Sách rất dày.
后代,hòudài,posterity; later periods; later ages; later generations,hậu đại,hậu thế/후대,留给后代。Để lại cho hậu thế.
后顾之忧,hòugùzhīyōu,fears of trouble in the rear (idiom); family worries (obstructing freedom of action); worries about the future consequences; often in negative expressions; meaning no worries about anything,hậu cố chi ưu,nỗi lo phía sau,解除后顾之忧。Giải tỏa nỗi lo phía sau.
