Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
弄,nòng,to do,lộng,làm/sửa,弄好了。Làm xong rồi.
暖和,nuǎn huo,warm,noãn hòa,ấm áp,天气很暖和。Thời tiết rất ấm.
偶尔,ǒu ěr,occasionally,ngẫu nhĩ,thỉnh thoảng,偶尔去。Thỉnh thoảng đi.
排列,pái liè,array,bài liệt,xếp hàng/sắp xếp,排列整齐。Xếp hàng ngay ngắn.
判断,pàn duàn,to decide,phán đoán,phán đoán,判断情况。Phán đoán tình hình.
陪,péi,to accompany,bồi,đi cùng/tháp tùng,陪我去。Đi cùng tôi.
批评,pī píng,to criticize,phê bình,phê bình,老师批评了我。Giáo viên phê bình tôi.
皮肤,pí fū,skin,bì phủ,da,皮肤很好。Da rất tốt.
脾气,pí qi,character,tì khí,tính khí/tính tình,他脾气好。Tính anh ấy tốt.
篇,piān,sheet,thiên,(lượng từ cho bài viết),一篇文章。Một bài viết.
骗,piàn,to cheat,phiến,lừa,骗人。Lừa người.
乒乓球,pīng pāng qiú,table tennis,banh bàn,bóng bàn,打乒乓球。Chơi bóng bàn.
平时,píng shí,ordinarily,bình thì,thường ngày,平时很忙。Thường ngày rất bận.
瓶子,píng zi,bottle,bình tử,chai/lọ,一瓶子水。Một chai nước.
破,pò,broken,phá,vỡ/hỏng,杯子破了。Cái ly vỡ rồi.
普遍,pǔ biàn,universal,phổ biến,phổ biến,很普遍。Rất phổ biến.
其次,qí cì,next,kỳ thứ,tiếp theo/thứ hai,其次是。Tiếp theo là.
其中,qí zhōng,among,kỳ trung,trong đó,其中一个。Một trong số đó.
起飞,qǐ fēi,to take off,khởi phi,cất cánh,飞机起飞了。Máy bay cất cánh rồi.
起来,qi lai,after a verb,khởi lai,(trợ từ),站起来。Đứng dậy.
气候,qì hòu,climate,khí hậu,khí hậu,气候很好。Khí hậu rất tốt.
千万,qiān wàn,ten million,thiên vạn,nhất định/tuyệt đối,千万别忘了。Nhất định đừng quên.
签证,qiān zhèng,visa,ký chứng,visa,办签证。Làm visa.
墙,qiáng,wall,tường,tường,白墙。Tường trắng.
敲,qiāo,to hit,khaảo,gõ/đập,敲门。Gõ cửa.
桥,qiáo,bridge,kiều,cầu,过桥。Qua cầu.
巧克力,qiǎo kè lì,chocolate,xảo khắc lực,sô cô la,吃巧克力。Ăn sô cô la.
亲戚,qīn qi,a relative,thân thích,họ hàng,我的亲戚。Họ hàng của tôi.
轻,qīng,light,khinh,nhẹ,很轻。Rất nhẹ.
轻松,qīng sōng,gentle,khinh tống,thoải mái/nhẹ nhàng,很轻松。Rất thoải mái.
情况,qíng kuàng,circumstances,tình huống,tình hình/tình huống,了解情况。Hiểu tình hình.
请假,qǐng jià,to request leave,thỉnh giả,xin nghỉ,我要请假。Tôi phải xin nghỉ.
请客,qǐng kè,to give a dinner party,thỉnh khách,mời khách,我请客。Tôi mời.
穷,qióng,exhausted,cùng,nghèo,他很穷。Anh ấy rất nghèo.
区别,qū bié,difference,khu biệt,sự khác biệt,有区别。Có khác biệt.
取,qǔ,to take,thủ,lấy,取钱。Lấy tiền.
全部,quán bù,whole,toàn bộ,toàn bộ,全部完成了。Hoàn thành toàn bộ rồi.
缺点,quē diǎn,weak point,khuyết điểm,khuyết điểm,有缺点。Có khuyết điểm.
缺少,quē shǎo,lack,khuyết thiếu,thiếu,缺少经验。Thiếu kinh nghiệm.
却,què,but,khước,nhưng/lại,我想去，却没时间。Tôi muốn đi nhưng không có thời gian.
确实,què shí,indeed,xác thực,quả thực/thực sự,确实如此。Quả thực như vậy.
群,qún,group,quần,(lượng từ),一群人。Một nhóm người.
然而,rán ér,however,nhiên nhi,tuy nhiên,然而他没来。Tuy nhiên anh ấy không đến.
热闹,rè nao,bustling,nhiệt náo,náo nhiệt/sôi động,很热闹。Rất sôi động.
人民币,rén mín bì,Renminbi,nhân dân tệ,nhân dân tệ,一百人民币。100 nhân dân tệ.
任何,rèn hé,any,nhâm hà,bất kỳ,任何人。Bất kỳ ai.
任务,rèn wu,mission,nhiệm vụ,nhiệm vụ,完成任务。Hoàn thành nhiệm vụ.
扔,rēng,to throw,nhưỡng,vứt/ném,扔垃圾。Vứt rác.
仍然,réng rán,still,nhưỡng nhiên,vẫn,他仍然在这儿。Anh ấy vẫn ở đây.
日记,rì jì,diary,nhật ký,nhật ký,写日记。Viết nhật ký.
入口,rù kǒu,entrance,nhập khẩu,lối vào,在入口。Ở lối vào.
软,ruǎn,soft,nhuyễn,mềm,床很软。Giường rất mềm.
散步,sàn bù,to take a walk,tản bộ,đi dạo,去散步。Đi dạo.
森林,sēn lín,forest,sâm lâm,rừng,森林很大。Rừng rất rộng.
沙发,shā fā,sofa,sa-pha,ghế sofa,坐在沙发上。Ngồi trên sofa.
商量,shāng liang,to consult,thương lượng,bàn bạc/thương lượng,商量一下。Bàn bạc một chút.
伤心,shāng xīn,to grieve,thương tâm,buồn/đau lòng,我很伤心。Tôi rất buồn.
稍微,shāo wēi,a little bit,sảo vi,một chút,稍微等一下。Chờ một chút.
社会,shè huì,society,xã hội,xã hội,现代社会。Xã hội hiện đại.
深,shēn,close,thâm,sâu,水很深。Nước rất sâu.
申请,shēn qǐng,to apply for,thân thỉnh,nộp đơn/đăng ký,申请签证。Xin visa.
甚至,shèn zhì,even,thậm chí,thậm chí,甚至他都不知道。Thậm chí anh ấy cũng không biết.
生活,shēng huó,life,sinh hoạt,cuộc sống,生活很好。Cuộc sống rất tốt.
生命,shēng mìng,life,sinh mệnh,sinh mệnh/mạng sống,珍惜生命。Trân trọng sinh mệnh.
省,shěng,to save,tỉnh,tiết kiệm/tỉnh,省钱。Tiết kiệm tiền.
剩,shèng,to remain,thặng,còn lại,还剩一点。Còn lại một chút.
失败,shī bài,to be defeated,thất bại,thất bại,他失败了。Anh ấy thất bại rồi.
失望,shī wàng,disappointed,thất vọng,thất vọng,我很失望。Tôi rất thất vọng.
师傅,shī fu,master,sư phụ,thầy,师傅好。Chào thầy.
湿润,shī rùn,moist,thấp nhuận,ẩm,天气湿润。Thời tiết ẩm.
狮子,shī zi,lion,sư tử,sư tử,狮子很凶。Sư tử rất dữ.
十分,shí fēn,to divide into ten,thập phân,rất/hết sức,十分高兴。Rất vui.
实际,shí jì,actual,thực tế,thực tế,实际情况。Tình hình thực tế.
实在,shí zài,really,thực tại,thực sự,实在不行。Thực sự không được.
食品,shí pǐn,foodstuff,thực phẩm,thực phẩm,食品安全。An toàn thực phẩm.
使用,shǐ yòng,to use,sử dụng,sử dụng,使用手机。Sử dụng điện thoại.
试,shì,to test,thí,thử/thi,试一试。Thử một lần.
市场,shì chǎng,marketplace,thị trường,thị trường,去市场。Đi chợ.
世纪,shì jì,century,thế kỷ,thế kỷ,21世纪。Thế kỷ 21.
适合,shì hé,to fit,thích hợp,thích hợp,很适合。Rất thích hợp.
适应,shì yìng,to adapt,thích ứng,thích nghi/thích ứng,适应环境。Thích nghi môi trường.
收,shōu,to receive,thu,nhận/thu,收到了。Nhận được rồi.
收入,shōu rù,to take in,thu nhập,thu nhập,我的收入。Thu nhập của tôi.
收拾,shōu shi,to put in order,thu thập,dọn dẹp/thu xếp,收拾房间。Dọn dẹp phòng.
首都,shǒu dū,capital,thủ đô,thủ đô,北京是首都。Bắc Kinh là thủ đô.
首先,shǒu xiān,first (of all),thủ tiên,trước tiên/trước hết,首先要学习。Trước hết phải học.
受不了,shòu bù liǎo,unbearable,thọ bất liễu,không chịu nổi,我受不了了。Tôi không chịu nổi.
受到,shòu dào,to receive,thọ đáo,nhận được/bị,受到欢迎。Được hoan nghênh.
售货员,shòu huò yuán,salesperson,thụ hóa viên,nhân viên bán hàng,她是售货员。Cô ấy là nhân viên bán hàng.
输,shū,to lose,thâu,thua,我输了。Tôi thua rồi.
熟悉,shú xī,to be familiar with,thục tập,quen thuộc,很熟悉。Rất quen thuộc.
数量,shù liàng,amount,số lượng,số lượng,数量很多。Số lượng rất nhiều.
数字,shù zì,numeral,số tự,số,写数字。Viết số.
帅,shuài,handsome,súy,đẹp trai,他很帅。Anh ấy rất đẹp trai.
顺便,shùn biàn,conveniently,thuận tiện,tiện thể,顺便问一下。Tiện thể hỏi một chút.
顺利,shùn lì,smoothly,thuận lợi,thuận lợi,很顺利。Rất thuận lợi.
顺序,shùn xù,sequence,thuận tự,thứ tự,按顺序。Theo thứ tự.
说明,shuō míng,to explain,thuyết minh,giải thích/thuyết minh,说明一下。Giải thích một chút.
硕士,shuò shì,master's degree,thạc sĩ,thạc sĩ,硕士学位。Bằng thạc sĩ.
死,sǐ,to die,tử,chết,他死了。Anh ấy chết rồi.
速度,sù dù,speed,tốc độ,tốc độ,速度很快。Tốc độ rất nhanh.
塑料袋,sù liào dài,plastic bag,tố liệu đãi,túi ni lông,用塑料袋。Dùng túi ni lông.
酸,suān,sour,toan,chua,很酸。Rất chua.
算,suàn,to regard as,toán,tính/coi như,算了。Thôi vậy.
随便,suí biàn,as one wishes,tùy tiện,tùy ý/tùy tiện,随便坐。Ngồi tùy ý.
随着,suí zhe,along with,tùy trước,theo/cùng với,随着时间。Theo thời gian.
孙子,sūn zi,grandson,tôn tử,cháu trai,我的孙子。Cháu trai tôi.
所有,suǒ yǒu,all,sở hữu,tất cả,所有人。Tất cả mọi người.
抬,tái,to lift,đài,nâng/nhấc,抬头。Ngẩng đầu.
台,tái,typhoon,đài,(lượng từ),一台电脑。Một máy tính.
态度,tài du,manner,thái độ,thái độ,态度很好。Thái độ rất tốt.
谈,tán,to speak,đàm,nói/đàm,谈话。Nói chuyện.
弹,tán,to pluck,đàn,gảy/chơi đàn,弹钢琴。Chơi đàn piano.
汤,tāng,soup,thang,súp/canh,喝汤。Uống súp.
躺,tǎng,to recline,thảng,nằm,躺下。Nằm xuống.
趟,tàng,classifier for times,tảng,(lượng từ),一趟。Một lần/một chuyến.
讨论,tǎo lùn,to discuss,thảo luận,thảo luận,讨论问题。Thảo luận vấn đề.
讨厌,tǎo yàn,to dislike,thảo yếm,ghét/khó chịu,我讨厌他。Tôi ghét anh ấy.
特点,tè diǎn,characteristic,đặc điểm,đặc điểm,有特点。Có đặc điểm.
提供,tí gōng,to offer,đề cung,cung cấp,提供帮助。Cung cấp giúp đỡ.
提前,tí qián,to shift to earlier,đề tiền,sớm hơn/trước,提前到达。Đến sớm hơn.
提醒,tí xǐng,to remind,đề tỉnh,nhắc nhở,提醒一下。Nhắc nhở một chút.
填空,tián kòng,to fill vacancy,điền không,điền vào chỗ trống,填空练习。Bài tập điền vào chỗ trống.
条件,tiáo jiàn,condition,điều kiện,điều kiện,生活条件。Điều kiện sống.
停止,tíng zhǐ,to stop,đình chỉ,ngừng/dừng lại,停止工作。Ngừng làm việc.
挺,tǐng,to stick out,đỉnh,khá/rất,挺好的。Khá tốt.
通过,tōng guò,by means of,thông qua,thông qua/qua,通过考试。Qua kỳ thi.
通知,tōng zhī,to notify,thông tri,thông báo,通知大家。Thông báo mọi người.
同情,tóng qíng,to sympathize,đồng tình,thông cảm/thương,我同情他。Tôi thương anh ấy.
推,tuī,to push,thôi,đẩy,推门。Đẩy cửa.
推迟,tuī chí,to postpone,thôi trì,trì hoãn/hoãn lại,推迟会议。Hoãn cuộc họp.
脱,tuō,to shed,thoát,cởi/tháo,脱衣服。Cởi quần áo.
袜子,wà zi,socks,vạt tử,tất/vớ,一双袜子。Một đôi tất.
完全,wán quán,complete,hoàn toàn,hoàn toàn,完全正确。Hoàn toàn đúng.
往,wǎng,to go in direction,vãng,về phía/đi,往前走。Đi về phía trước.
往往,wǎng wǎng,often,vãng vãng,thường thường,他往往迟到。Anh ấy thường xuyên đến muộn.
网球,wǎng qiú,tennis,võng cầu,quần vợt/tennis,打网球。Chơi tennis.
网站,wǎng zhàn,website,võng trạm,trang web,访问网站。Truy cập trang web.
危险,wēi xiǎn,danger,nguy hiểm,nguy hiểm,很危险。Rất nguy hiểm.
味道,wèi dao,flavor,vị đạo,vị/mùi vị,味道很好。Vị rất ngon.
温度,wēn dù,temperature,ôn độ,nhiệt độ,温度很高。Nhiệt độ rất cao.
文章,wén zhāng,article,văn chương,bài viết,写文章。Viết bài.
握手,wò shǒu,to shake hands,ác thủ,bắt tay,握手。Bắt tay.
污染,wū rǎn,pollution,ô nhiễm,ô nhiễm,空气污染。Ô nhiễm không khí.
无,wú,-less,vô,không,无法。Không cách nào.
无聊,wú liáo,bored,vô liêu,buồn chán/vô nghĩa,很无聊。Rất buồn chán.
无论,wú lùn,no matter,vô luận,bất kể/dù,无论如何。Dù sao.
误会,wù huì,to misunderstand,ngộ hội,hiểu lầm,别误会。Đừng hiểu lầm.
西红柿,xī hóng shì,tomato,tây hồng thị,cà chua,吃西红柿。Ăn cà chua.
吸引,xī yǐn,to attract,hấp dẫn,hấp dẫn/thu hút,吸引游客。Thu hút khách du lịch.
洗衣机,xǐ yī jī,washer,tẩy y cơ,máy giặt,用洗衣机。Dùng máy giặt.
咸,xián,salted,hàm,mặn,太咸了。Mặn quá.
现代,xiàn dài,modern times,hiện đại,hiện đại,现代社会。Xã hội hiện đại.
羡慕,xiàn mù,to envy,tiện mộ,ghen tị/ngưỡng mộ,我羡慕他。Tôi ngưỡng mộ anh ấy.
限制,xiàn zhì,to restrict,hạn chế,hạn chế,限制使用。Hạn chế sử dụng.
香,xiāng,fragrant,hương,thơm,很香。Rất thơm.
相反,xiāng fǎn,opposite,tương phản,ngược lại,正好相反。Ngược lại hoàn toàn.
详细,xiáng xì,detailed,tường tế,chi tiết,说得很详细。Nói rất chi tiết.
响,xiǎng,echo,hưởng,vang/kêu,铃声响了。Chuông kêu rồi.
消息,xiāo xi,news,tiêu tức,tin tức,听到消息。Nghe tin.
小说,xiǎo shuō,novel,tiểu thuyết,tiểu thuyết,看小说。Đọc tiểu thuyết.
笑话,xiào huà,joke,tiếu thoại,chuyện cười/trò đùa,讲笑话。Kể chuyện cười.
效果,xiào guǒ,result,hiệu quả,hiệu quả,效果很好。Hiệu quả rất tốt.
心情,xīn qíng,mood,tâm tình,tâm trạng,心情很好。Tâm trạng rất tốt.
辛苦,xīn kǔ,hard,tân khổ,vất vả/cực khổ,你辛苦了。Bạn vất vả rồi.
信任,xìn rèn,to trust,tín nhâm,tin tưởng,我信任你。Tôi tin bạn.
信心,xìn xīn,confidence,tín tâm,tự tin,有信心。Có tự tin.
信用卡,xìn yòng kǎ,credit card,tín dụng thẻ,thẻ tín dụng,用信用卡。Dùng thẻ tín dụng.
兴奋,xīng fèn,excited,hưng phấn,hứng khởi/phấn khích,我很兴奋。Tôi rất phấn khích.
行,xíng,to walk,hành,được/đi,这样行吗？Như vậy được không?
醒,xǐng,to wake up,tỉnh,tỉnh/thức,他醒了。Anh ấy tỉnh rồi.
性别,xìng bié,gender,tính biệt,giới tính,男性别。Giới tính nam.
性格,xìng gé,nature,tính cách,tính cách,他性格很好。Tính cách anh ấy rất tốt.
幸福,xìng fú,happiness,hạnh phúc,hạnh phúc,很幸福。Rất hạnh phúc.
修,xiū,to decorate,tu,sửa,修理。Sửa chữa.
许多,xǔ duō,many,hứa đa,nhiều,许多人。Nhiều người.
血,xuè,blood,huyết,máu,流血了。Chảy máu rồi.
压力,yā lì,pressure,áp lực,áp lực,工作压力。Áp lực công việc.
牙膏,yá gāo,toothpaste,nha cao,kem đánh răng,用牙膏。Dùng kem đánh răng.
亚洲,Yà zhōu,Asia,Á Châu,Châu Á,在亚洲。Ở Châu Á.
呀,ya,particle,a,(trợ từ),好呀！Tốt quá!
盐,yán,salt,diêm,muối,加点盐。Thêm chút muối.
严格,yán gé,strict,nghiêm cách,nghiêm ngặt,要求很严格。Yêu cầu rất nghiêm ngặt.
严重,yán zhòng,grave,nghiêm trọng,nghiêm trọng,问题很严重。Vấn đề rất nghiêm trọng.
研究生,yán jiū shēng,graduate student,nghiên cứu sinh,nghiên cứu sinh,他是研究生。Anh ấy là nghiên cứu sinh.
演出,yǎn chū,to act,diễn xuất,biểu diễn,演出节目。Biểu diễn chương trình.
演员,yǎn yuán,actor or actress,diễn viên,diễn viên,他是演员。Anh ấy là diễn viên.
阳光,yáng guāng,sunshine,dương quang,ánh nắng mặt trời,阳光很好。Ánh nắng rất đẹp.
养成,yǎng chéng,to cultivate,dưỡng thành,hình thành/tạo nên,养成习惯。Tạo nên thói quen.
样子,yàng zi,appearance,dạng tử,dáng vẻ/hình dáng,什么样子？Dạng gì?
邀请,yāo qǐng,to invite,yêu thỉnh,mời,邀请参加。Mời tham gia.
钥匙,yào shi,key,chìa khóa,chìa khóa,拿钥匙。Lấy chìa khóa.
也许,yě xǔ,perhaps,dã hứa,có lẽ/có thể,也许他会来。Có lẽ anh ấy sẽ đến.
页,yè,page,diệp,trang,第一页。Trang đầu.
叶子,yè zi,foliage,diệp tử,lá,树叶子。Lá cây.
一切,yī qiè,everything,nhất thiết,tất cả,一切都好。Tất cả đều tốt.
以,yǐ,to use,dĩ,để/dùng,以后。Sau này.
亿,yì,100 million,ức,trăm triệu,一亿人。100 triệu người.
意见,yì jiàn,idea,ý kiến,ý kiến,提意见。Đưa ra ý kiến.
艺术,yì shù,art,nghệ thuật,nghệ thuật,艺术作品。Tác phẩm nghệ thuật.
因此,yīn cǐ,thus,nhân thử,vì vậy/do đó,因此我不去。Vì vậy tôi không đi.
引起,yǐn qǐ,to give rise to,dẫn khởi,gây ra,引起注意。Gây chú ý.
饮料,yǐn liào,drink,ẩm liệu,đồ uống,买饮料。Mua đồ uống.
印象,yìn xiàng,impression,ấn tượng,ấn tượng,印象很好。Ấn tượng rất tốt.
赢,yíng,to beat,doanh,thắng,我赢了。Tôi thắng rồi.
硬,yìng,hard,ngạnh,cứng,床很硬。Giường rất cứng.
勇敢,yǒng gǎn,brave,dũng cảm,dũng cảm,他很勇敢。Anh ấy rất dũng cảm.
永远,yǒng yuǎn,forever,vĩnh viễn,mãi mãi/vĩnh viễn,永远爱你。Mãi yêu bạn.
优点,yōu diǎn,merit,ưu điểm,ưu điểm,有优点。Có ưu điểm.
优秀,yōu xiù,outstanding,ưu tú,xuất sắc/ưu tú,成绩优秀。Thành tích xuất sắc.
幽默,yōu mò,humor,hài hước,hài hước,很幽默。Rất hài hước.
由,yóu,to follow,do,do/bởi,由我来做。Do tôi làm.
由于,yóu yú,due to,do ư,do/vì,由于下雨。Do trời mưa.
尤其,yóu qí,especially,vưu kỳ,đặc biệt là,尤其是他。Đặc biệt là anh ấy.
有趣,yǒu qù,interesting,hữu thú,thú vị,很有趣。Rất thú vị.
友好,yǒu hǎo,friendly,hữu hảo,hữu hảo/thân thiện,很友好。Rất thân thiện.
友谊,yǒu yì,companionship,hữu nghị,tình bạn/hữu nghị,珍贵的友谊。Tình bạn quý giá.
愉快,yú kuài,cheerful,du khoái,vui vẻ/vui,很愉快。Rất vui vẻ.
于是,yú shì,thereupon,ư thị,vì vậy/thế là,于是我走了。Thế là tôi đi.
与,yǔ,and,dữ,và/với,我与你。Tôi với bạn.
语法,yǔ fǎ,grammar,ngữ pháp,ngữ pháp,学习语法。Học ngữ pháp.
语言,yǔ yán,language,ngữ ngôn,ngôn ngữ,语言学习。Học ngôn ngữ.
羽毛球,yǔ máo qiú,shuttlecock,vũ mao cầu,cầu lông,打羽毛球。Chơi cầu lông.
预习,yù xí,to prepare a lesson,dự tập,chuẩn bị trước/dự tập,预习功课。Dự tập bài.
圆,yuán,circle,viên,tròn,很圆。Rất tròn.
原来,yuán lái,original,nguyên lai,nguyên/hóa ra,原来如此。Hóa ra như vậy.
原谅,yuán liàng,to excuse,nguyên lượng,tha thứ,原谅我。Tha thứ cho tôi.
原因,yuán yīn,cause,nguyên nhân,nguyên nhân,什么原因？Nguyên nhân gì?
约会,yuē huì,appointment,ước hội,hẹn hò,我们有约会。Chúng ta có hẹn.
阅读,yuè dú,to read,duyệt độc,đọc,阅读文章。Đọc bài viết.
允许,yǔn xǔ,to permit,doãn hứa,cho phép,不允许。Không cho phép.
杂志,zá zhì,magazine,tạp chí,tạp chí,看杂志。Đọc tạp chí.
咱们,zán men,we or us,tạp môn,chúng ta (mình),咱们走吧。Chúng ta đi thôi.
暂时,zàn shí,temporary,tạm thì,tạm thời,暂时这样。Tạm thời như vậy.
脏,zāng,dirty,tạng,bẩn,衣服脏了。Quần áo bẩn rồi.
责任,zé rèn,responsibility,trách nhiệm,trách nhiệm,负责任。Có trách nhiệm.
增加,zēng jiā,to raise,tăng gia,tăng thêm,增加人数。Tăng thêm số người.
增长,zēng zhǎng,to grow,tăng trưởng,tăng trưởng,经济增长。Tăng trưởng kinh tế.
窄,zhǎi,narrow,trách,hẹp,路很窄。Đường rất hẹp.
招聘,zhāo pìn,recruitment,chiêu bính,tuyển dụng,招聘员工。Tuyển dụng nhân viên.
真正,zhēn zhèng,genuine,chân chính,thật sự/chân chính,真正的朋友。Bạn thật sự.
整理,zhěng lǐ,to arrange,chỉnh lí,sắp xếp/chỉnh lý,整理房间。Sắp xếp phòng.
整齐,zhěng qí,orderly,chỉnh tề,ngay ngắn/gọn gàng,房间很整齐。Phòng rất ngay ngắn.
正常,zhèng cháng,regular,chính thường,bình thường,很正常。Rất bình thường.
正好,zhèng hǎo,just (in time),chính hảo,vừa đúng/vừa hay,正好三点。Đúng 3 giờ.
正确,zhèng què,correct,chính xác,đúng/chính xác,答案正确。Đáp án đúng.
正式,zhèng shì,formal,chính thức,chính thức,正式开始。Chính thức bắt đầu.
证明,zhèng míng,proof,chứng minh,chứng minh,证明身份。Chứng minh danh tính.
之,zhī,possessive particle,chi,(trợ từ),总之。Tóm lại.
支持,zhī chí,to be in favor of,chi trì,ủng hộ,我支持你。Tôi ủng hộ bạn.
知识,zhī shi,intellectual,tri thức,kiến thức,学习知识。Học kiến thức.
直接,zhí jiē,direct,trực tiếp,trực tiếp,直接去。Đi thẳng.
值得,zhí de,to be worth,trị đắc,đáng,值得学习。Đáng học hỏi.
职业,zhí yè,occupation,chức nghiệp,nghề nghiệp,我的职业。Nghề nghiệp của tôi.
植物,zhí wù,botanical,thực vật,thực vật,保护植物。Bảo vệ thực vật.
指,zhǐ,finger,chỉ,ngón tay/chỉ,手指。Ngón tay.
只好,zhǐ hǎo,without better option,chỉ hảo,chỉ còn cách,我只好走了。Tôi chỉ còn cách đi.
只要,zhǐ yào,if only,chỉ yếu,chỉ cần,只要努力就行。Chỉ cần cố gắng là được.
制造,zhì zào,to manufacture,chế tạo,chế tạo/sản xuất,制造产品。Sản xuất sản phẩm.
至少,zhì shǎo,at least,chí thiểu,ít nhất,至少十个。Ít nhất mười cái.
质量,zhì liàng,quality,chất lượng,chất lượng,质量很好。Chất lượng rất tốt.
中文,Zhōng wén,Chinese,Trung văn,tiếng Trung,学中文。Học tiếng Trung.
重点,zhòng diǎn,important point,trọng điểm,điểm trọng tâm,重点问题。Vấn đề trọng tâm.
重视,zhòng shì,to attach importance,trọng thị,coi trọng,重视教育。Coi trọng giáo dục.
周围,zhōu wéi,surroundings,chu vi,xung quanh,周围环境。Môi trường xung quanh.
猪,zhū,hog,trư,lợn,养猪。Nuôi lợn.
逐渐,zhú jiàn,gradually,trục tiệm,dần dần,逐渐进步。Dần dần tiến bộ.
主动,zhǔ dòng,to take initiative,chủ động,chủ động,主动学习。Chủ động học.
主意,zhǔ yi,plan,chủ ý,ý kiến/chủ ý,好主意。Ý kiến hay.
祝贺,zhù hè,to congratulate,chúc hạ,chúc mừng,祝贺你。Chúc mừng bạn.
著名,zhù míng,famous,trứ danh,nổi tiếng,著名作家。Nhà văn nổi tiếng.
专门,zhuān mén,specialist,chuyên môn,chuyên môn,专门研究。Nghiên cứu chuyên môn.
专业,zhuān yè,specialty,chuyên nghiệp,chuyên ngành,我的专业。Chuyên ngành của tôi.
赚,zhuàn,to earn,soán,kiếm/kiếm được,赚钱。Kiếm tiền.
撞,zhuàng,to hit,chàng,đâm/va chạm,撞车了。Đâm xe rồi.
准确,zhǔn què,accurate,chuẩn xác,chính xác/chuẩn xác,信息很准确。Thông tin rất chính xác.
准时,zhǔn shí,on time,chuẩn thì,đúng giờ,准时到达。Đến đúng giờ.
仔细,zǐ xì,careful,tử tế,cẩn thận/tỉ mỉ,仔细检查。Kiểm tra cẩn thận.
自然,zì rán,nature,tự nhiên,tự nhiên,自然环境。Môi trường tự nhiên.
总结,zǒng jié,to sum up,tổng kết,tổng kết,总结经验。Tổng kết kinh nghiệm.
租,zū,to hire,tô,thuê,租房子。Thuê nhà.
组成,zǔ chéng,to form,tổ thành,tạo thành/hình thành,组成小组。Tạo thành nhóm nhỏ.
组织,zǔ zhī,to organize,tổ chức,tổ chức,组织活动。Tổ chức hoạt động.
嘴,zuǐ,mouth,chủy,miệng,张开嘴。Mở miệng.
最好,zuì hǎo,best,tối hảo,tốt nhất,这个最好。Cái này tốt nhất.
最后,zuì hòu,final,tối hậu,cuối cùng,最后一个。Cái cuối cùng.
尊重,zūn zhòng,to esteem,tôn trọng,tôn trọng,尊重别人。Tôn trọng người khác.
做生意,zuò shēng yì,to do business,tố sinh ý,làm ăn/kinh doanh,做生意赚钱。Làm ăn kiếm tiền.
座,zuò,seat,tọa,(lượng từ),一座山。Một ngọn núi.
座位,zuò wèi,seat,tọa vị,chỗ ngồi,找座位。Tìm chỗ ngồi.
作者,zuò zhě,author,tác giả,tác giả,文章作者。Tác giả bài viết.
