Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
下午,xiàwǔ,afternoon; p.m.; CL:個|个[gè],hạ ngọ,buổi chiều,下午我工作。Chiều tôi làm việc.
下雨,xiàyǔ,to rain; rainy,hạ vũ,mưa,今天下雨。Hôm nay trời mưa.
先生,xiānshēng,teacher; Mister (Mr.); husband; doctor (topolect); CL:個|个[gè];位[wèi],tiên sinh,ông/ngài,王先生。Ông Vương.
现在,xiànzài,now; at present; at the moment; modern; current; nowadays,hiện tại,bây giờ,我现在去。Bây giờ tôi đi.
想,xiǎng,to think; to believe; to suppose; to wish; to want; to miss,tưởng,muốn/nghĩ,我想你。Tôi nhớ bạn.
向,xiàng,direction; orientation; to face; to turn toward; to; towards; shortly before; formerly; to side with; to be partial to; all along (previously); surname Xiang,hướng,hướng tới,向左走。Đi về bên trái.
小,xiǎo,small; tiny; few; young,tiểu,nhỏ,小孩子。Trẻ nhỏ.
小姐,xiǎojiě,young lady; miss; CL:個|个[gè];位[wèi],tiểu thư,cô,小姐，请问… Cô ơi cho hỏi...
小时,xiǎoshí,hour; CL:個|个[gè],tiểu thời,giờ,一个小时。一 tiếng.
笑,xiào,laugh; smile; CL:個|个[gè],tiếu,cười,他笑了。Anh ấy cười rồi.
些,xiē,some; few; several; (a measure word),tá,một vài,一些东西。Một vài đồ.
写,xiě,to write,tả,viết,我写字。Tôi viết chữ.
谢谢,xièxiè,to thank; thanks,tạ tạ,cảm ơn,谢谢你！Cảm ơn bạn!
新,xīn,new; newly; meso- (chemistry),tân,mới,新手机。Điện thoại mới.
星期,xīngqī,week; CL:個|个[gè],tinh kì,tuần,星期一：thứ hai.
姓,xìng,family name; surname; name; CL:個|个[gè],tính,họ,你姓什么？Bạn họ gì?
休息,xiūxī,rest; to rest,hưu tức,nghỉ ngơi,我需要休息。Tôi cần nghỉ.
学生,xuéshēng,student; school child,học sinh,học sinh,我是学生。Tôi là học sinh.
学习,xuéxí,to learn; to study,học tập,học,我学习中文。Tôi học tiếng Trung.
学校,xuéxiào,school; CL:所[suǒ],học hiệu,trường học,我去学校。Tôi đi học.
雪,xuě,snow; snowfall; CL:場|场[cháng]; to have the appearance of snow; to wipe away; off or out; to clean,tuyết,tuyết,下雪了。Trời có tuyết.
颜色,yánsè,color; CL:個|个[gè],nhan sắc,màu sắc,你喜欢什么颜色？Bạn thích màu gì?
眼睛,yǎnjīng,eye; CL:隻|只[zhī];雙|双[shuāng],nhãn tinh,mắt,她的眼睛很大。Mắt cô ấy rất to.
羊肉,yángròu,mutton,dương nhục,thịt cừu,我不吃羊肉。Tôi không ăn thịt cừu.
药,yào,medicine; drug; cure; CL:種|种[zhǒng];服[fù],dược,thuốc,吃药。Uống thuốc.
要,yào,demand; ask; request; coerce,yếu,muốn,我要这个。Tôi muốn cái này.
也,yě,also; too; (in classical Chinese) final particle serving as copula,dã,cũng,我也是。Tôi cũng vậy.
一,yī,one; 1; single; a (article); as soon as; entire; whole; all; throughout; one radical in Chinese characters (Kangxi radical 1),nhất,một,一个人。Một người.
衣服,yīfú,clothes; CL:件[jiàn];套[tào],y phục,quần áo,我买衣服。Tôi mua quần áo.
医生,yīshēng,doctor; CL:個|个[gè];位[wèi];名[míng],y sinh,bác sĩ,我是医生。Tôi là bác sĩ.
医院,yīyuàn,hospital; CL:所[suǒ];家[jiā];座[zuò],y viện,bệnh viện,我去医院。Tôi đi bệnh viện.
已经,yǐjīng,already,dĩ kinh,đã,我已经吃了。Tôi ăn rồi.
椅子,yǐzi,chair; CL:把[bǎ];套[tào],ỷ tử,ghế,椅子在桌子前面。Ghế ở trước bàn.
一起,yìqǐ,in the same place; together; with; altogether (in total),nhất khởi,cùng nhau,我们一起去吧。Chúng ta cùng đi nhé.
意思,yìsi,idea; opinion; meaning; wish; desire; CL:個|个[gè],ý tứ,ý nghĩa,什么意思？Nghĩa là gì?
阴,yīn,overcast (weather); cloudy; shady; Yin (the negative principle of Yin and Yang); negative (electric.); feminine; moon; implicit; hidden; genitalia,âm,trời âm u,今天是阴天。Hôm nay trời âm u.
在,zài,(located) at; (to be) in; to exist; in the middle of doing sth; (indicating an action in progress),tại,ở,我在家。Tôi ở nhà.
因为,yīnwèi,because; owing to; on account of,nhân vị,bởi vì,因为太远了。Bởi vì quá xa.
游泳,yóuyǒng,swim,du vịnh,bơi,我不会游泳。Tôi không biết bơi.
有,yǒu,to have; there is; there are; to exist; to be,hữu,có,我有钱。Tôi có tiền.
右边,yòubiān,right side; right; to the right,hữu biên,bên phải,在右边。在 bên phải.
鱼,yú,fish; CL:條|条[tiáo];尾[wěi],ngư,cá,我爱吃鱼。Tôi thích ăn cá.
元,yuán,Chinese monetary unit; dollar; primary; first; the Yuan or Mongol dynasty (12-13); surname Yuan,nguyên,tệ,十元。10 tệ.
远,yuǎn,far; distant; remote,viễn,xa,太远了！Xa quá!
月,yuè,moon; month; CL:個|个[gè];輪|轮[lún],nguyệt,tháng,这个月。Tháng này.
运动,yùndòng,movement; campaign; CL: 場|场[chǎng]; sports,vận động,thể thao,我喜欢运动。Tôi thích thể thao.
再,zài,again; once more; re-; second; another; then (after sth; and not until then),tái,lại,再来一次。Làm lại lần nữa.
再见,zàijiàn,goodbye; see you again later,tái kiến,tạm biệt,再见！Tạm biệt!
早上,zǎoshàng,early morning; CL:個|个[gè]; Good morning!,tảo thượng,buổi sáng,早上好！Chào buổi sáng!
怎么,zěnme,how?; what?; why?,chẩm ma,như thế nào,怎么做？Làm sao?
怎么样,zěnmeyàng,how?; how about?; how was it?; how are things?,chẩm ma dạng,thế nào,你觉得怎么样？Bạn thấy thế nào?
张,zhāng,to open up; to spread; sheet of paper; classifier for flat objects; sheet; classifier for votes,trương,tờ/miếng,一张纸。Một tờ giấy.
丈夫,zhàngfū,husband; CL:個|个[gè],trượng phu,chồng,他是我丈夫。Anh ấy là chồng tôi.
找,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,tảo,tìm,我找你。Tôi tìm bạn.
这,zhè,this; these; (commonly pr. zhèi before a classifier; esp. in Beijing),giá,này/đây,这是我的书。Đây là sách của tôi.
着,zhe,particle attached after verb to indicate action in progress; like -ing ending,trước,đang,门开着。Cửa đang mở.
真,zhēn,really; truly; indeed; real; true; genuine,chân,thật/sự,真的？Thật sao?
正在,zhèngzài,in the process of (doing something or happening); while (doing),chính tại,đang,我正在学习。Tôi đang học.
知道,zhīdào,to know; to be aware of,tri đạo,biết,我知道了。Tôi biết rồi.
中国,zhōngguó,China; Middle Kingdom,trung Quốc,Trung Quốc,我在中国。Tôi ở Trung Quốc.
中午,zhōngwǔ,noon; midday; CL:個|个[gè],trung ngọ,buổi trưa,中午吃饭。Ăn trưa.
住,zhù,to live; to dwell; to stay; to reside; to stop,trụ,ở/sống,我住在河内。Tôi sống ở Hà Nội.
准备,zhǔnbèi,preparation; prepare,chuẩn bị,chuẩn bị,我准备好了。Tôi chuẩn bị xong rồi.
桌子,zhuōzi,table; desk; CL:張|张[zhāng];套[tào],trác tử,bàn,桌子上有书。Trên bàn có sách.
字,zì,letter; symbol; character; word; CL:個|个[gè]; courtesy or style name traditionally given to males aged 2 in dynastic China,tự,chữ,写汉字。Viết chữ Hán.
自行车,zìxíngchē,bicycle; bike; CL:輛|辆[liàng],tự hành xa,xe đạp,我骑自行车。Tôi đi xe đạp.
走,zǒu,to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs; such as 撤走); to change (shape; form; meaning),tẩu,đi/bỏ đi,我走了。Tôi đi đây.
最,zuì,most; the most; -est,tối,nhất,最好。Tốt nhất.
昨天,zuótiān,yesterday,tạc thiên,hôm qua,我昨天去北京。Hôm qua tôi đi Bắc Kinh.
左边,zuǒbiān,left; the left side; to the left of,tả biên,bên trái,在左边。Ở bên trái.
坐,zuò,to sit; to take a seat; to take (a bus; airplane etc); to bear fruit; surname Zuo,tọa,ngồi,请坐。Mời ngồi.
做,zuò,to do; to make; to produce; to write; to compose; to act as; to engage in; to hold (a party); to be; to become; to function (in some capacity); to serve as; to be used for; to form (a bond or relationship); to pretend; to feign; to act a part; to put on appearance,tố,làm,我做饭。Tôi nấu ăn.
